srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.rt,key_resp_3.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,feedback.started,msg1.started,text_3.started,key_resp_3.started,msg1.stopped,text_3.stopped,key_resp_3.stopped,feedback.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,trials.key_resp_2.rt,trials.key_resp_2.duration,trials.key_resp_3.rt,trials.key_resp_3.duration,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback3.started,text_7.started,text_8.started,key_resp_7.started,text_7.stopped,Feedback3.stopped,trials_2.key_resp_7.keys,trials_2.key_resp_7.corr,trials_2.key_resp_7.rt,trials_2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,text_8.stopped,key_resp_7.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,key_resp_5.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block10.key_resp_5.rt,block10.key_resp_5.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,DST_074_M_HPY.png,1,1,2,2,up,O,O,X,O,O,O,3,x,12,12,0,x,1,up,1,1.353033300001700,None,0.8697210999998790,None,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.505490800002,,,,,,,,,894.4882473000000,894.505490800002,895.938793199999,895.938793199999,896.4388039000010,896.4388039000010,897.1887778000020,897.1887778000020,897.6887737000000,897.6887737000000,897.6887737000000,897.6887737000000,897.6887737000000,897.6887737000000,897.6887737000000,897.6887737000000,3.2326208999984400,897.6887737000000,3.249521999998250,897.8887689000000,897.8887689000000,897.8887689000000,897.8887689000000,897.8887689000000,897.8887689000000,897.8887689000000,,899.0559510999990,,,899.0572754999990,899.0720999000010,899.5554077000020,899.5554077000020,899.5720678000000,,,900.4392446999990,,,900.4395311000010,900.4553549000010,901.0053636000010,900.9389742000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.353033300001700,None,up,1,0.8697210999998790,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_009_F_NUT.png,0,0,4,4,up,O,O,X,O,O,O,2,x,13,13,0,x,1,up,1,1.284677499999820,None,0.5808913999971990,None,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0053636000010,,,,,,,,,900.9917614000010,901.0053636000010,902.4386921000010,902.4386921000010,902.9386793000010,902.9386793000010,903.6886655999990,903.6886655999990,904.1886670999990,904.1886670999990,904.1886670999990,904.1886670999990,904.1886670999990,904.1886670999990,904.1886670999990,904.1886670999990,3.232727899998280,904.1886670999990,3.2496448999991100,904.3886582000010,904.3886582000010,904.3886582000010,904.3886582000010,904.3886582000010,904.3886582000010,904.3886582000010,,905.4891986000000,,,905.4909198999990,905.5053073000020,905.9886202000020,905.9886202000020,906.0052919000010,,,906.5725447000000,,,906.5728287999990,906.5886260000010,907.1386067000020,907.072211499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.284677499999820,None,up,1,0.5808913999971990,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_029_F_HPY.png,1,0,6,6,up,X,O,O,O,O,O,4,x,14,14,0,x,1,up,1,1.591312199998360,None,0.8517686999985020,None,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.1386067000020,,,,,,,,,907.1229417000000,907.1386067000020,908.5719190999990,908.5719190999990,909.0719078000000,909.0719078000000,909.8218918999990,909.8218918999990,910.3218920000000,910.3218920000000,910.3218920000000,910.3218920000000,910.3218920000000,910.3218920000000,910.3218920000000,910.3218920000000,3.232647000000730,910.3218920000000,3.2495593999992700,910.5218878000010,910.5218878000010,910.5218878000010,910.5218878000010,910.5218878000010,910.5218878000010,910.5218878000010,,911.9224485000010,,,911.9237761000000,911.938532600001,912.4218464000010,912.4218464000010,912.4385207000010,,,913.2889785000010,,,913.2892615000020,913.3051722000020,913.8551613000020,913.7887492000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.591312199998360,None,up,1,0.8517686999985020,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_013_M_HPY.png,1,1,0,0,up,O,O,N,O,O,O,3,n,15,15,0,n,1,up,1,1.4268152000004200,None,1.205100900002440,None,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.8551613000020,,,,,,,,,913.8444230999990,913.8551613000020,915.2884552000000,915.2884552000000,915.7884538000000,915.7884538000000,916.5384481000000,916.5384481000000,917.0384414,917.0384414,917.0384414,917.0384414,917.0384414,917.0384414,917.0384414,917.0384414,3.23276469999837,917.0384414,3.249658599997930,917.2384263999990,917.2384263999990,917.2384263999990,917.2384263999990,917.2384263999990,917.2384263999990,917.2384263999990,,918.4723976999990,,,918.4737387000020,918.4884183000000,918.9717354999990,918.9717354999990,918.9884072999990,,,920.1889898000010,,,920.1892807000000,920.2050506000010,920.7550478000010,920.6886425000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4268152000004200,None,up,1,1.205100900002440,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_135_F_NUT.png,0,0,8,8,up,O,O,O,O,N,O,2,n,16,16,0,n,1,up,1,1.6231918999983500,None,0.49737589999858800,None,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.7550478000010,,,,,,,,,920.7350050000020,920.7550478000010,922.1883526999990,922.1883526999990,922.688341000001,922.688341000001,923.438326200001,923.438326200001,923.9383334000010,923.9383334000010,923.9383334000010,923.9383334000010,923.9383334000010,923.9383334000010,923.9383334000010,923.9383334000010,3.232646200001910,923.9383334000010,3.249567400001980,924.1383200000020,924.1383200000020,924.1383200000020,924.1383200000020,924.1383200000020,924.1383200000020,924.1383200000020,,925.5721834000000,,,925.5735222000000,925.588296599999,926.0715946000020,926.0715946000020,926.0882784000020,,,926.5721823999990,,,926.5724674000010,926.5882901000000,927.1382711000010,927.0718266000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.6231918999983500,None,up,1,0.49737589999858800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_015_M_NUT.png,0,1,3,2,down,O,N,O,O,O,O,1,n,17,17,0,n,1,down,1,1.9042864999974000,None,0.6150248999983890,None,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.1382711000010,,,,,,,,,927.1196088000000,927.1382711000010,928.5715638000000,928.5715638000000,929.0715655999990,929.0715655999990,929.8215478999990,929.8215478999990,930.3215471000000,930.3215471000000,930.3215471000000,930.3215471000000,930.3215471000000,930.3215471000000,930.3215471000000,930.3215471000000,3.2326783999997100,930.3215471000000,3.249576199999870,930.5215257999990,930.5215257999990,930.5215257999990,930.5215257999990,930.5215257999990,930.5215257999990,930.5215257999990,,932.2386780000020,,,932.2400445000020,932.2548510000020,932.7381542000000,932.7381542000000,932.7548251000010,,,933.355389700002,,,933.3556783999990,933.3714972000020,933.921483099999,933.8550776000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.9042864999974000,None,down,1,0.6150248999983890,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_025_F_HPY.png,1,0,1,8,down,O,O,O,O,O,N,4,n,18,18,0,n,1,down,1,1.8568840000007200,None,0.4816210000026330,None,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.921483099999,,,,,,,,,933.9050066000020,933.921483099999,935.3547739000020,935.3547739000020,935.854790100002,935.854790100002,936.604769900001,936.604769900001,937.1047653000020,937.1047653000020,937.1047653000020,937.1047653000020,937.1047653000020,937.1047653000020,937.1047653000020,937.1047653000020,3.2326869999997100,937.1047653000020,3.249585000001390,937.304755000001,937.304755000001,937.304755000001,937.304755000001,937.304755000001,937.304755000001,937.304755000001,,938.9719281000000,,,938.9732618000020,938.9880669000010,939.4713930000000,939.4713930000000,939.4880531000020,,,939.9552671999990,,,939.9555516,939.9713788000010,940.5213743000020,940.4549602000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.8568840000007200,None,down,1,0.4816210000026330,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_145_F_NUT.png,0,0,8,8,up,O,O,O,O,N,O,2,n,19,19,0,n,1,up,1,1.280835900000970,None,0.5288522999981070,None,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.5213743000020,,,,,,,,,940.5043760000010,940.5213743000020,941.9546736000010,941.9546736000010,942.4546511000010,942.4546511000010,943.2046556999990,943.2046556999990,943.704647999999,943.704647999999,943.704647999999,943.704647999999,943.704647999999,943.704647999999,943.704647999999,943.704647999999,3.232691300003350,943.704647999999,3.2495744000007100,943.9046420000010,943.9046420000010,943.9046420000010,943.9046420000010,943.9046420000010,943.9046420000010,943.9046420000010,,944.9885333999990,,,944.9898785000010,945.0046227000020,945.4879545000000,945.4879545000000,945.5046198999990,,,946.0218296999990,,,946.0221143999990,946.037950599999,946.537932700001,946.5215203000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.280835900000970,None,up,1,0.5288522999981070,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.521609200001,946.537932700001,946.537932700001,954.654985000001,space,8.10322140000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_093_M_HPY.png,1,1,667613,1,up,O,O,O,X,O,O,7,x,0,0,0,,,,,,,,,x,1,1.4472266000011600,None,up,1,1.32893420000255,None,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.7211204000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.7099805000000,954.7211204000010,956.1544252000020,956.1544252000020,958.1544075999990,958.1544075999990,960.654364500002,960.654364500002,961.1543505000010,961.1543505000010,961.1543505000010,961.1543505000010,961.1543505000010,961.1543505000010,961.1543505000010,961.1543505000010,6.482699000000140,961.1543505000010,6.499593399999870,961.3543429000020,961.3543429000020,961.3543429000020,961.3543429000020,961.3543429000020,961.3543429000020,961.3543429000020,962.6048474000020,,,,,962.6060441000010,962.6209968000000,963.1043161000020,963.1043161000020,963.1209891000000,964.4381484000010,,,,,964.4382135000010,964.4542995000010,965.004292900001,964.937879000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.4472266000011600,None,up,1,1.32893420000255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_084_M_HPY.png,1,1,255011,3,down,O,O,X,O,O,O,7,x,1,1,0,,,,,,,,,x,1,0.9795646999991730,None,down,1,1.1679103999995300,None,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.004292900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.9868950000020,965.004292900001,966.4375939999990,966.4375939999990,968.4375605000020,968.4375605000020,970.9375203999990,970.9375203999990,971.4375231000010,971.4375231000010,971.4375231000010,971.4375231000010,971.4375231000010,971.4375231000010,971.4375231000010,971.4375231000010,6.482669500001070,971.4375231000010,6.499550200001980,971.6374795000010,971.6374795000010,971.6374795000010,971.6374795000010,971.6374795000010,971.6374795000010,971.6374795000010,972.4214815000010,,,,,972.4226079,972.4375010000000,972.9208230000000,972.9208230000000,972.9374845999990,974.1046638000010,,,,,974.1047274000010,974.120784499999,974.6707878000020,974.6044227999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.9795646999991730,None,down,1,1.1679103999995300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_174_F_HPY.png,1,0,686522,6,up,O,N,O,O,O,O,8,n,2,2,0,,,,,,,,,n,1,1.457193999998710,None,up,1,0.7472381999978100,None,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.6707878000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.6573403000000,974.6707878000020,976.1040988000020,976.1040988000020,978.1040650000000,978.1040650000000,980.6040111000000,980.6040111000000,981.104020499999,981.104020499999,981.104020499999,981.104020499999,981.104020499999,981.104020499999,981.104020499999,981.104020499999,6.48265850000098,981.104020499999,6.499525299997910,981.3040052000000,981.3040052000000,981.3040052000000,981.3040052000000,981.3040052000000,981.3040052000000,981.3040052000000,982.571192899999,,,,,982.5723328999990,982.5873137000020,983.0706428000010,983.0706428000010,983.0873103000010,983.821154600002,,,,,983.8212215999990,983.837301800002,984.3872949000000,984.3208851999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.457193999998710,None,up,1,0.7472381999978100,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_056_M_NUT.png,0,1,629459,8,down,N,O,O,O,O,O,5,n,3,3,0,,,,,,,,,n,1,1.1812726999996800,None,down,1,0.8095203000011680,None,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.3872949000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.3679121000020,984.3872949000000,985.8205877,985.8205877,987.8205617999990,987.8205617999990,990.3205209000010,990.3205209000010,990.8205151000000,990.8205151000000,990.8205151000000,990.8205151000000,990.8205151000000,990.8205151000000,990.8205151000000,990.8205151000000,6.482669699998950,990.8205151000000,6.499567200000460,991.0205060000010,991.0205060000010,991.0205060000010,991.0205060000010,991.0205060000010,991.0205060000010,991.0205060000010,992.0043979000000,,,,,992.0055366000020,992.0204918000020,992.5038138000020,992.5038138000020,992.5204796000000,993.3210714000020,,,,,993.3211354000010,993.3371333000000,993.8871461999990,993.8207214000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1812726999996800,None,down,1,0.8095203000011680,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_077_M_HPY.png,1,1,804262,1,down,X,O,O,O,O,O,7,x,4,4,0,,,,,,,,,x,1,1.5286583000015500,None,down,1,1.0552351000005700,None,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.8871461999990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.8677271000020,993.8871461999990,995.3204326000010,995.3204326000010,997.3203938000010,997.3203938000010,999.8203648999990,999.8203648999990,1000.3203315000000,1000.3203315000000,1000.3203315000000,1000.3203315000000,1000.3203315000000,1000.3203315000000,1000.3203315000000,1000.3203315000000,6.482589400002330,1000.3203315000000,6.4994646000013700,1000.5203511,1000.5203511,1000.5203511,1000.5203511,1000.5203511,1000.5203511,1000.5203511,1001.8542422000000,,,,,1001.8553680000000,1001.8703235000000,1002.353650700000,1002.353650700000,1002.3703059,1003.4208119000000,,,,,1003.4208762000000,1003.4369638000000,1003.9869612000000,1003.9205560000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.5286583000015500,None,down,1,1.0552351000005700,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
2,DST_124_F_HPY.png,1,0,570681,2,down,O,O,N,O,O,O,8,n,5,5,0,,,,,,,,,n,1,1.6526236999998200,None,down,1,0.8140528000003540,None,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.9869612000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.9664319000000,1003.9869612000000,1005.4202673,1005.4202673,1007.4202292000000,1007.4202292000000,1009.9201875000000,1009.9201875000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,1010.4201878000000,6.482668900000140,1010.4201878000000,6.499591899999360,1010.6201696000000,1010.6201696000000,1010.6201696000000,1010.6201696000000,1010.6201696000000,1010.6201696000000,1010.6201696000000,1012.0873973000000,,,,,1012.0885352000000,1012.1034751000000,1012.5867775000000,1012.5867775000000,1012.6034629000000,1013.403981900000,,,,,1013.404048700000,1013.4201007000000,1013.9701018000000,1013.903663700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.6526236999998200,None,down,1,0.8140528000003540,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
