srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,trials.key_resp_2.rt,trials.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,text_10.stopped,key_resp_8.stopped,Feedback5.stopped,trials.key_resp_8.keys,trials.key_resp_8.corr,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,key_resp_2.stopped,trials.key_resp_8.rt,trials.key_resp_8.duration,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,trials_2.key_resp_9.keys,trials_2.key_resp_9.corr,trials_2.key_resp_9.rt,trials_2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,key_resp_5.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,text_8.stopped,key_resp_7.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_131_F_NUT.png,0,0,632668,7,down,O,O,O,O,X,O,6,x,15,15,0,,,,,,,,,x,1,0.6151296999305490,None,,,,,,,,,down,1,0.8535521002486350,None,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.9508532998200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.9355639996900,1426.9508532998200,1428.3674932997700,1428.3674932997700,1430.3674328997700,1430.3674328997700,1432.8674174998900,1432.8674174998900,1433.367414899640,1433.367414899640,1433.367414899640,1433.367414899640,1433.367414899640,1433.367414899640,1433.367414899640,1433.367414899640,6.48256119992584,1433.367414899640,6.499459000304340,1433.5673981998100,1433.5673981998100,1433.5673981998100,1433.5673981998100,1433.5673981998100,1433.5673981998100,1433.5673981998100,1433.9846522999000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.6151296999305490,None,1433.985806199720,1434.000726699830,1434.000726699830,1434.8679336998600,down,1,0.8535521002486350,None,1434.8680016999100,1434.8840418998200,1435.4340482000300,1435.3676466997700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
1,DST_013_M_NUT.png,0,1,170653,2,down,N,O,O,O,O,O,5,n,16,16,0,,,,,,,,,n,1,1.1710338001139500,None,,,,,,,,,down,1,1.059177900198850,None,,,,,,,,,,,,,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.4340482000300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.4262251998300,1435.4340482000300,1436.8673581997900,1436.8673581997900,1438.867317199710,1438.867317199710,1441.3672873000600,1441.3672873000600,1441.8672691998100,1441.8672691998100,1441.8672691998100,1441.8672691998100,1441.8672691998100,1441.8672691998100,1441.8672691998100,1441.8672691998100,6.482638800051060,1441.8672691998100,6.499566600192340,1442.0672629997100,1442.0672629997100,1442.0672629997100,1442.0672629997100,1442.0672629997100,1442.0672629997100,1442.0672629997100,1443.0511171999400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1710338001139500,None,1443.0522642997100,1443.0672474997100,1443.0672474997100,1444.134398999620,down,1,1.059177900198850,None,1444.134470100050,1444.1505634998900,1444.717208799910,1444.6341583998900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
1,DST_145_F_HPY.png,1,0,798424,5,down,X,O,O,O,O,O,8,x,17,17,0,,,,,,,,,x,1,0.6801228001713750,None,,,,,,,,,down,1,1.0768329002894500,None,,,,,,,,,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.717208799910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.7044190997300,1444.717208799910,1446.1338525000000,1446.1338525000000,1448.1338011999600,1448.1338011999600,1450.633776600010,1450.633776600010,1451.1337709999600,1451.1337709999600,1451.1337709999600,1451.1337709999600,1451.1337709999600,1451.1337709999600,1451.1337709999600,1451.1337709999600,6.482685400173070,1451.1337709999600,6.499637099914250,1451.3337586000600,1451.3337586000600,1451.3337586000600,1451.3337586000600,1451.3337586000600,1451.3337586000600,1451.3337586000600,1451.8176905000600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.6801228001713750,None,1451.8188390997200,1451.8337796996300,1451.8337796996300,1452.91759669967,down,1,1.0768329002894500,None,1452.9176634000600,1452.9337489996100,1453.5004161996800,1453.4173741000700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
1,DST_137_F_NUT.png,0,0,217304,2,up,O,N,O,O,O,O,6,n,18,18,0,,,,,,,,,n,1,0.9935367000289260,None,,,,,,,,,up,1,0.8326709996908900,None,,,,,,,,,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.5004161996800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.483795600010,1453.5004161996800,1454.917044499890,1454.917044499890,1456.9170144996600,1456.9170144996600,1459.4169689999000,1459.4169689999000,1459.916968499780,1459.916968499780,1459.916968499780,1459.916968499780,1459.916968499780,1459.916968499780,1459.916968499780,1459.916968499780,6.482675400096920,1459.916968499780,6.4995625000447000,1460.1169560998700,1460.1169560998700,1460.1169560998700,1460.1169560998700,1460.1169560998700,1460.1169560998700,1460.1169560998700,1460.917482599620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9935367000289260,None,1460.9186432999600,1460.9336103000700,1460.9336103000700,1461.7675091000300,up,1,0.8326709996908900,None,1461.767576099840,1461.7836002996200,1462.3335967999900,1462.2671587998000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
1,DST_096_M_NUT.png,0,1,840310,9,down,O,O,O,O,X,O,5,x,19,19,0,,,,,,,,,x,1,0.767284999601543,None,,,,,,,,,down,1,1.527981299906970,None,,,,,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.3335967999900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.3199858996100,1462.3335967999900,1463.7668973999100,1463.7668973999100,1465.7668598997400,1465.7668598997400,1468.2668360997900,1468.2668360997900,1468.766816499640,1468.766816499640,1468.766816499640,1468.766816499640,1468.766816499640,1468.766816499640,1468.766816499640,1468.766816499640,6.482617900241170,1468.766816499640,6.4995062998496,1468.9668124998000,1468.9668124998000,1468.9668124998000,1468.9668124998000,1468.9668124998000,1468.9668124998000,1468.9668124998000,1469.5506762997200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.767284999601543,None,1469.551815699790,1469.5667995996800,1469.5667995996800,1471.1006205999300,down,1,1.527981299906970,None,1471.100689199750,1471.116774099880,1471.6167566999800,1471.600367399860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.6004679999300,1471.6167566999800,1471.6167566999800,1596.3318841997500,space,124.71036890009400,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_098_M_NUT.png,0,1,9,9,up,O,O,X,O,O,O,1,x,0,0,0,x,1,0.8966904999688270,None,,,,,,,,,,,,,up,1,0.7086423002183440,None,,,,,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.46468929993,,,,,,,,,1596.448461599650,1596.46468929993,1597.8312917999000,1597.8312917999000,1598.3313250998000,1598.3313250998000,1599.0813094996800,1599.0813094996800,1599.5813001999600,1599.5813001999600,1599.5813001999600,1599.5813001999600,1599.5813001999600,1599.5813001999600,1599.5813001999600,1599.5813001999600,3.232729199808090,1599.5813001999600,3.249679199885580,1599.781288899950,1599.781288899950,1599.781288899950,1599.781288899950,1599.781288899950,1599.781288899950,1599.781288899950,1600.4818664998700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.4830219997100,1600.4979478996200,1600.4979478996200,1601.21509769978,,,,,1601.2154178000100,1601.2312680999700,1601.7979198000400,1601.714884399900,,,,,,,,,,,,,,,,,x,1,0.8966904999688270,None,up,1,0.7086423002183440,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_015_M_NUT.png,0,1,3,2,down,O,N,O,O,O,O,1,n,1,1,0,x,0,0.8341570999473330,None,,,,,,,,,,,,,down,1,1.3189693996682800,None,,,,,,,,,,,,,,,,,,,,,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.7979198000400,,,,,,,,,1601.7814837996800,1601.7979198000400,1603.214575599880,1603.214575599880,1603.714546999890,1603.714546999890,1604.4645459996500,1604.4645459996500,1604.9645374999400,1604.9645374999400,1604.9645374999400,1604.9645374999400,1604.9645374999400,1604.9645374999400,1604.9645374999400,1604.9645374999400,3.2327447002753600,1604.9645374999400,3.2496553999371800,1605.164534599990,1605.164534599990,1605.164534599990,1605.164534599990,1605.164534599990,1605.164534599990,1605.164534599990,1605.8150595999300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.816203400030,1605.8311898997100,1605.8311898997100,1607.1650040000700,,,,,1607.1653042999100,1607.1811694996400,1607.7478282996500,1607.6647820998900,,,,,,,,,,,,,,,,,x,0,0.8341570999473330,None,down,1,1.3189693996682800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_046_F_HPY.png,1,0,6,6,up,O,O,X,O,O,O,4,x,2,2,0,x,1,0.7564670997671780,None,,,,,,,,,,,,,up,1,1.6929788999259500,None,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.7478282996500,,,,,,,,,1607.7304169000100,1607.7478282996500,1609.1644697999600,1609.1644697999600,1609.6644510999300,1609.6644510999300,1610.414447200020,1610.414447200020,1610.914438100070,1610.914438100070,1610.914438100070,1610.914438100070,1610.914438100070,1610.914438100070,1610.914438100070,1610.914438100070,3.2327464995905800,1610.914438100070,3.2496458999812600,1611.1144069996700,1611.1144069996700,1611.1144069996700,1611.1144069996700,1611.1144069996700,1611.1144069996700,1611.1144069996700,1611.681803099810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.6830098000400,1611.6977468999100,1611.6977468999100,1613.3982919999400,,,,,1613.3986017997400,1613.414399900010,1613.9810269000000,1613.8979854998200,,,,,,,,,,,,,,,,,x,1,0.7564670997671780,None,up,1,1.6929788999259500,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_096_M_HPY.png,1,1,8,5,down,O,X,O,O,O,O,3,x,3,3,0,x,1,1.122296600136910,None,,,,,,,,,,,,,down,1,0.796881000045687,None,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.9810269000000,,,,,,,,,1613.9625029997000,1613.9810269000000,1615.3977000997400,1615.3977000997400,1615.8976884996500,1615.8976884996500,1616.6476777000400,1616.6476777000400,1617.1476802998200,1617.1476802998200,1617.1476802998200,1617.1476802998200,1617.1476802998200,1617.1476802998200,1617.1476802998200,1617.1476802998200,3.2326739002019200,1617.1476802998200,3.249581200070680,1617.3476631999900,1617.3476631999900,1617.3476631999900,1617.3476631999900,1617.3476631999900,1617.3476631999900,1617.3476631999900,1618.2815276999000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.2826681998600,1618.297650899740,1618.297650899740,1619.0981965996300,,,,,1619.0984955998100,1619.1143044997000,1619.6643123999200,1619.5978969996800,,,,,,,,,,,,,,,,,x,1,1.122296600136910,None,down,1,0.796881000045687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_149_F_NUT.png,0,0,4,8,down,O,N,O,O,O,O,2,n,4,4,0,n,1,0.8068372998386620,None,,,,,,,,,,,,,down,1,0.6615967000834640,None,,,,,,,,,,,,,,,,,,,,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.6643123999200,,,,,,,,,1619.6468821996800,1619.6643123999200,1621.0975963999500,1621.0975963999500,1621.5975909996800,1621.5975909996800,1622.3475774996900,1622.3475774996900,1622.8475802997100,1622.8475802997100,1622.8475802997100,1622.8475802997100,1622.8475802997100,1622.8475802997100,1622.8475802997100,1622.8475802997100,3.232681100256740,1622.8475802997100,3.2495934003964100,1623.0475683999200,1623.0475683999200,1623.0475683999200,1623.0475683999200,1623.0475683999200,1623.0475683999200,1623.0475683999200,1623.6648216997300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.6659567998700,1623.6808956996500,1623.6808956996500,1624.3481367998800,,,,,1624.34843919985,1624.364212299700,1624.9142144997600,1624.8478145999800,,,,,,,,,,,,,,,,,n,1,0.8068372998386620,None,down,1,0.6615967000834640,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_103_M_NUT.png,0,1,7,1,down,O,O,O,O,O,X,1,x,5,5,0,x,1,0.7726086000911890,None,,,,,,,,,,,,,down,1,0.9412381001748150,None,,,,,,,,,,,,,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.9142144997600,,,,,,,,,1624.8964322996300,1624.9142144997600,1626.34750479972,1626.34750479972,1626.847472500060,1626.847472500060,1627.5974709997000,1627.5974709997000,1628.0974800996500,1628.0974800996500,1628.0974800996500,1628.0974800996500,1628.0974800996500,1628.0974800996500,1628.0974800996500,1628.0974800996500,3.2326461002230600,1628.0974800996500,3.2495426000095900,1628.2974724997800,1628.2974724997800,1628.2974724997800,1628.2974724997800,1628.2974724997800,1628.2974724997800,1628.2974724997800,1628.881360499650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.8825007998400,1628.8974790996900,1628.8974790996900,1629.847965899860,,,,,1629.8482748996500,1629.8641157997800,1630.430780899710,1630.3477127999100,,,,,,,,,,,,,,,,,x,1,0.7726086000911890,None,down,1,0.9412381001748150,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_074_M_HPY.png,1,1,2,2,up,O,O,X,O,O,O,3,x,6,6,0,x,1,0.7291449001058940,None,,,,,,,,,,,,,up,1,0.8188772001303730,None,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.430780899710,,,,,,,,,1630.4213052997400,1630.430780899710,1631.847423600030,1631.847423600030,1632.3474097000400,1632.3474097000400,1633.0974073000300,1633.0974073000300,1633.5974028999900,1633.5974028999900,1633.5974028999900,1633.5974028999900,1633.5974028999900,1633.5974028999900,1633.5974028999900,1633.5974028999900,3.232736499980090,1633.5974028999900,3.2496430999599400,1633.797388999720,1633.797388999720,1633.797388999720,1633.797388999720,1633.797388999720,1633.797388999720,1633.797388999720,1634.33129059989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.332441299690,1634.3473692997400,1634.3473692997400,1635.1812718999600,,,,,1635.1815787996200,1635.1973579996300,1635.763985299970,1635.680954999760,,,,,,,,,,,,,,,,,x,1,0.7291449001058940,None,up,1,0.8188772001303730,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
2,DST_048_M_NUT.png,0,1,5,5,up,N,O,O,O,O,O,1,n,7,7,0,n,1,0.8839230998419230,None,,,,,,,,,,,,,up,1,0.7910572001710530,None,,,,,,,,,,,,,,,,,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.763985299970,,,,,,,,,1635.7504467996800,1635.763985299970,1637.180646599740,1637.180646599740,1637.6806437997100,1637.6806437997100,1638.4306294997200,1638.4306294997200,1638.9306235997900,1638.9306235997900,1638.9306235997900,1638.9306235997900,1638.9306235997900,1638.9306235997900,1638.9306235997900,1638.9306235997900,3.2326711998321100,1638.9306235997900,3.249542399775240,1639.1306122997800,1639.1306122997800,1639.1306122997800,1639.1306122997800,1639.1306122997800,1639.1306122997800,1639.1306122997800,1639.8311562999200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.8322915998300,1639.8472875999300,1639.8472875999300,1640.6478991997400,,,,,1640.648205399980,1640.6639316999400,1641.23060479993,1641.1475541000300,,,,,,,,,,,,,,,,,n,1,0.8839230998419230,None,up,1,0.7910572001710530,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srushti,1,2025-11-07_14h44.15.198,Working memory task,2024.2.4,60.388880354862000,2025-11-07 14h44.32.966427 +0530,
