srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_2.rt,key_resp_2.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,trials.key_resp_8.keys,trials.key_resp_8.corr,trials.key_resp_8.rt,trials.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,text_10.stopped,key_resp_8.stopped,trials.key_resp_2.rt,trials.key_resp_2.duration,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,trials_2.key_resp_9.keys,trials_2.key_resp_9.corr,trials_2.key_resp_9.rt,trials_2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,text_13.stopped,key_resp_9.stopped,key_resp_5.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,text_3.stopped,key_resp_3.stopped,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,block1.key_resp_3.rt,block1.key_resp_3.duration,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,text_8.stopped,key_resp_7.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,DST_114_M_HPY.png,1,1,5,1,down,O,N,O,O,O,O,3,n,17,17,0,n,1,,,,,0.9593224999844100,None,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.923945699993,,,,,,,,,952.9052694999850,952.923945699993,954.323907700018,954.323907700018,954.8239082000220,954.8239082000220,955.5738654999880,955.5738654999880,956.0738658999910,956.0738658999910,956.0738658999910,956.0738658999910,956.0738658999910,956.0738658999910,956.0738658999910,956.0738658999910,3.232650200021450,956.0738658999910,3.2495448000263400,956.2738549999780,956.2738549999780,956.2738549999780,956.2738549999780,956.2738549999780,956.2738549999780,956.2738549999780,,957.0411620999800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0422921999710,957.057209599996,957.057209599996,960.0404855000090,960.0404855000090,960.0240780999880,,,960.0256829999850,960.0404855000090,960.5904746999730,960.5240715999970,,,,,,,,,,,,,,,,,,,,,n,1,0.9593224999844100,None,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_135_F_NUT.png,0,0,8,8,up,O,O,O,O,N,O,2,n,18,18,0,n,1,,,,,0.8748745999764650,None,,,,,,,,,up,1,0.814658600022085,None,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.5904746999730,,,,,,,,,960.5703209000060,960.5904746999730,962.0404551000100,962.0404551000100,962.5404365999860,962.5404365999860,963.2904253000160,963.2904253000160,963.7904157000010,963.7904157000010,963.7904157000010,963.7904157000010,963.7904157000010,963.7904157000010,963.7904157000010,963.7904157000010,3.232555599999610,963.7904157000010,3.2494605000247200,963.9904180999730,963.9904180999730,963.9904180999730,963.9904180999730,963.9904180999730,963.9904180999730,963.9904180999730,,964.6742685000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.6754024000260,964.6904026999840,964.6904026999840,,,965.5076069000060,,,965.5091678000170,965.5237228000190,966.0903931999930,966.0073500999720,,,,,,,,,,,,,,,,,,,,,n,1,0.8748745999764650,None,up,1,0.814658600022085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_074_M_HPY.png,1,1,2,2,up,O,O,X,O,O,O,3,x,19,19,0,x,1,,,,,0.7517190000507980,None,,,,,,,,,up,1,0.7683087000041270,None,,,,,,,,,,,,,,,,,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0903931999930,,,,,,,,,966.0814266999950,966.0903931999930,967.5070107000070,967.5070107000070,968.0070033000080,968.0070033000080,968.7569970000190,968.7569970000190,969.2569920999810,969.2569920999810,969.2569920999810,969.2569920999810,969.2569920999810,969.2569920999810,969.2569920999810,969.2569920999810,3.232692899997350,969.2569920999810,3.249585699988530,969.4569868000110,969.4569868000110,969.4569868000110,969.4569868000110,969.4569868000110,969.4569868000110,969.4569868000110,,970.0241451999760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.025278599991,970.0403104000140,970.0403104000140,,,970.824132299982,,,970.8244244999950,970.8403005999860,971.3402888000130,971.3238760000100,,,,,,,,,,,,,,,,,,,,,x,1,0.7517190000507980,None,up,1,0.7683087000041270,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.3239721999850,971.3402888000130,971.3402888000130,981.4740038000160,space,10.124977500003300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_124_F_HPY.png,1,0,570681,2,down,O,O,N,O,O,O,8,n,0,0,0,,,,,,,,,n,1,1.067899000016040,None,,,,,,,,,down,1,2.527793899993410,None,,,,,,,,,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.6234353000180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.6041027000170,981.6234353000180,982.9734183999830,982.9734183999830,984.9733881999860,984.9733881999860,987.4733386000150,987.4733386000150,987.9733071000080,987.9733071000080,987.9733071000080,987.9733071000080,987.9733071000080,987.9733071000080,987.9733071000080,987.9733071000080,6.482642599963580,987.9733071000080,6.499531399982520,988.1733403999820,988.1733403999820,988.1733403999820,988.1733403999820,988.1733403999820,988.1733403999820,988.1733403999820,989.0572053000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.0583541999800,989.0733143999820,989.0733143999820,991.6071847999700,,,,,991.6085382999740,991.6232784999880,992.2065991999700,992.1068585999890,,,,,,,,,,,n,1,1.067899000016040,None,down,1,2.527793899993410,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_161_F_HPY.png,1,0,383708,9,down,N,O,O,O,O,O,8,n,1,1,0,,,,,,,,,n,1,0.7701559000415730,None,,,,,,,,,down,1,1.242235100013200,None,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.2065991999700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.1884912999810,992.2065991999700,993.6065743999790,993.6065743999790,995.6065302999920,995.6065302999920,998.1064880000200,998.1064880000200,998.6064854000000,998.6064854000000,998.6064854000000,998.6064854000000,998.6064854000000,998.6064854000000,998.6064854000000,998.6064854000000,6.482607900048610,998.6064854000000,6.4995034000021400,998.8064773000080,998.8064773000080,998.8064773000080,998.8064773000080,998.8064773000080,998.8064773000080,998.8064773000080,999.3903428000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.3914774999720,999.4064690999800,999.4064690999800,1000.6569899999900,,,,,1000.6570593999900,1000.6731106999800,1001.2564405999700,1001.156704300030,,,,,,,,,,,n,1,0.7701559000415730,None,down,1,1.242235100013200,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_077_M_HPY.png,1,1,804262,1,down,X,O,O,O,O,O,7,x,2,2,0,,,,,,,,,x,1,0.8648983000312,None,,,,,,,,,down,1,1.3249970999895600,None,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.2564405999700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.2361735000200,1001.2564405999700,1002.6564026000000,1002.6564026000000,1004.6563721000000,1004.6563721000000,1007.1563242999800,1007.1563242999800,1007.6563282000100,1007.6563282000100,1007.6563282000100,1007.6563282000100,1007.6563282000100,1007.6563282000100,1007.6563282000100,1007.6563282000100,6.482643400027880,1007.6563282000100,6.4995444000233000,1007.8563016000000,1007.8563016000000,1007.8563016000000,1007.8563016000000,1007.8563016000000,1007.8563016000000,1007.8563016000000,1008.5235554000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.5246793999700,1008.5396499999900,1008.5396499999900,1009.8735364999700,,,,,1009.8736054999800,1009.8896178000100,1010.4729134999800,1010.3732130000100,,,,,,,,,,,x,1,0.8648983000312,None,down,1,1.3249970999895600,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_056_M_NUT.png,0,1,629459,8,down,N,O,O,O,O,O,5,n,3,3,0,,,,,,,,,n,1,0.6954762000241320,None,,,,,,,,,down,1,2.4527977000107100,None,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.4729134999800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.4519004999900,1010.4729134999800,1011.8729056000000,1011.8729056000000,1013.8728790999700,1013.8728790999700,1016.3728426999900,1016.3728426999900,1016.8728527000100,1016.8728527000100,1016.8728527000100,1016.8728527000100,1016.8728527000100,1016.8728527000100,1016.8728527000100,1016.8728527000100,6.4826082000508900,1016.8728527000100,6.499518099997660,1017.0728299000200,1017.0728299000200,1017.0728299000200,1017.0728299000200,1017.0728299000200,1017.0728299000200,1017.0728299000200,1017.5733620000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.5748665999900,1017.5894854000100,1017.5894854000100,1020.0566626000200,,,,,1020.0567366000000,1020.0727739000000,1020.6394393999900,1020.5563676999900,,,,,,,,,,,n,1,0.6954762000241320,None,down,1,2.4527977000107100,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_064_M_HPY.png,1,1,778300,1,down,O,O,O,O,N,O,7,n,4,4,0,,,,,,,,,n,1,0.8565802000230180,None,,,,,,,,,down,1,1.0696052000275800,None,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.6394393999900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.6333069999800,1020.6394393999900,1022.0560700999900,1022.0560700999900,1024.056030799980,1024.056030799980,1026.5559982999700,1026.5559982999700,1027.0559919999800,1027.0559919999800,1027.0559919999800,1027.0559919999800,1027.0559919999800,1027.0559919999800,1027.0559919999800,1027.0559919999800,6.482637599983720,1027.0559919999800,6.499534400005360,1027.2559873000100,1027.2559873000100,1027.2559873000100,1027.2559873000100,1027.2559873000100,1027.2559873000100,1027.2559873000100,1027.9231837000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.924311699990,1027.939303400000,1027.939303400000,1029.023142400020,,,,,1029.0232110000200,1029.0392888999800,1029.6059650000000,1029.522871300000,,,,,,,,,,,n,1,0.8565802000230180,None,down,1,1.0696052000275800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_174_F_HPY.png,1,0,686522,6,up,O,N,O,O,O,O,8,n,5,5,0,,,,,,,,,n,1,1.3625578000210200,None,,,,,,,,,up,1,1.6751125999726400,None,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.6059650000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.5992621000000,1029.6059650000000,1031.0225840000200,1031.0225840000200,1033.0225246999800,1033.0225246999800,1035.522502399980,1035.522502399980,1036.0224968000000,1036.0224968000000,1036.0224968000000,1036.0224968000000,1036.0224968000000,1036.0224968000000,1036.0224968000000,1036.0224968000000,6.482663000002500,1036.0224968000000,6.499561199976600,1036.2224800000000,1036.2224800000000,1036.2224800000000,1036.2224800000000,1036.2224800000000,1036.2224800000000,1036.2224800000000,1037.3897489000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.3908793000200,1037.405810999980,1037.405810999980,1039.0896412999700,,,,,1039.089709999970,1039.1057630999700,1039.672414999980,1039.5893477000100,,,,,,,,,,,n,1,1.3625578000210200,None,up,1,1.6751125999726400,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_088_M_NUT.png,0,1,661149,0,down,O,O,N,O,O,O,5,n,6,6,0,,,,,,,,,n,1,0.8163558000233020,None,,,,,,,,,down,1,1.1020624000229900,None,,,,,,,,,,,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.672414999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.6614048000200,1039.672414999980,1041.08906009997,1041.08906009997,1043.0890364000200,1043.0890364000200,1045.5889609999700,1045.5889609999700,1046.0889898000200,1046.0889898000200,1046.0889898000200,1046.0889898000200,1046.0889898000200,1046.0889898000200,1046.0889898000200,1046.0889898000200,6.48266949999379,1046.0889898000200,6.499556099995970,1046.2889916999800,1046.2889916999800,1046.2889916999800,1046.2889916999800,1046.2889916999800,1046.2889916999800,1046.2889916999800,1046.906259100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.9073786999800,1046.9223157999800,1046.9223157999800,1048.0394760000100,,,,,1048.0395444000000,1048.0556031999900,1048.6389452000100,1048.539255700020,,,,,,,,,,,n,1,0.8163558000233020,None,down,1,1.1020624000229900,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_084_M_HPY.png,1,1,255011,3,down,O,O,X,O,O,O,7,x,7,7,0,,,,,,,,,x,1,0.762149500020314,None,,,,,,,,,down,1,0.9462486999691460,None,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.6389452000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.619757700010,1048.6389452000100,1050.038893800000,1050.038893800000,1052.0388776999900,1052.0388776999900,1054.5388391999900,1054.5388391999900,1055.038838699980,1055.038838699980,1055.038838699980,1055.038838699980,1055.038838699980,1055.038838699980,1055.038838699980,1055.038838699980,6.4826702999998800,1055.038838699980,6.499566800019240,1055.2388251000100,1055.2388251000100,1055.2388251000100,1055.2388251000100,1055.2388251000100,1055.2388251000100,1055.2388251000100,1055.8060709000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.8072035000100,1055.822169800000,1055.822169800000,1056.7726688000300,,,,,1056.7727380999700,1056.78880390001,1057.3721117000100,1057.272405900000,,,,,,,,,,,x,1,0.762149500020314,None,down,1,0.9462486999691460,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_030_M_NUT.png,0,1,784143,6,down,X,O,O,O,O,O,5,x,8,8,0,,,,,,,,,x,1,0.9009353999863380,None,,,,,,,,,down,1,0.9911687000421810,None,,,,,,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.3721117000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.3566299999900,1057.3721117000100,1058.7721068000000,1058.7721068000000,1060.7720749999900,1060.7720749999900,1063.2720240000100,1063.2720240000100,1063.772021199980,1063.772021199980,1063.772021199980,1063.772021199980,1063.772021199980,1063.772021199980,1063.772021199980,1063.772021199980,6.482660900044720,1063.772021199980,6.499554100038950,1063.972014400000,1063.972014400000,1063.972014400000,1063.972014400000,1063.972014400000,1063.972014400000,1063.972014400000,1064.6892268999900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.6903457000200,1064.705332099980,1064.705332099980,1065.7058523999900,,,,,1065.7059202999800,1065.721984600010,1066.3053093000200,1066.2055880000100,,,,,,,,,,,x,1,0.9009353999863380,None,down,1,0.9911687000421810,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
2,DST_122_M_NUT.png,0,1,506982,3,down,O,O,N,O,O,O,5,n,9,9,0,,,,,,,,,n,1,0.8311342999804770,None,,,,,,,,,down,1,0.8299479000270370,None,,,,,,,,,,,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.3053093000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.288776099970,1066.3053093000200,1067.7052838000200,1067.7052838000200,1069.7052618999700,1069.7052618999700,1072.2052120000000,1072.2052120000000,1072.7052052000100,1072.7052052000100,1072.7052052000100,1072.7052052000100,1072.7052052000100,1072.7052052000100,1072.7052052000100,1072.7052052000100,6.482649500016120,1072.7052052000100,6.499551300017630,1072.9051937999900,1072.9051937999900,1072.9051937999900,1072.9051937999900,1072.9051937999900,1072.9051937999900,1072.9051937999900,1073.5390958000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.5402218999800,1073.5551813999800,1073.5551813999800,1074.3890542999700,,,,,1074.3891235999800,1074.4051630999900,1074.971835799980,1074.8887629000200,,,,,,,,,,,n,1,0.8311342999804770,None,down,1,0.8299479000270370,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabhya\,1,2025-08-31_14h43.43.102,Working memory task,2024.2.4,60.39004724033010,2025-08-31 14h43.52.277519 +0530,
