srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.rt,key_resp_3.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,feedback.started,msg1.started,text_3.started,key_resp_3.started,msg1.stopped,text_3.stopped,key_resp_3.stopped,feedback.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,trials.key_resp_2.rt,trials.key_resp_2.duration,trials.key_resp_3.rt,trials.key_resp_3.duration,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback3.started,text_7.started,text_8.started,key_resp_7.started,text_7.stopped,Feedback3.stopped,trials_2.key_resp_7.keys,trials_2.key_resp_7.corr,trials_2.key_resp_7.rt,trials_2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block5.key_resp_2.rt,block5.key_resp_2.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,key_resp_5.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,text_8.stopped,key_resp_7.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_097_M_HPY.png,1,1,319747,3,up,O,N,O,O,O,O,7,n,13,13,0,,,,,,,,,n,1,1.3729962999932500,None,up,1,2.265866899979300,None,,,,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.9333087000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.914909700019,759.9333087000120,761.2999465000180,761.2999465000180,763.2998853000170,763.2998853000170,765.7998620000140,765.7998620000140,766.2998895000200,766.2998895000200,766.2998895000200,766.2998895000200,766.2998895000200,766.2998895000200,766.2998895000200,766.2998895000200,6.482675799983550,766.2998895000200,6.4995967999857400,766.4998496000190,766.4998496000190,766.4998496000190,766.4998496000190,766.4998496000190,766.4998496000190,766.4998496000190,767.6836941000070,,,,,767.6848278999970,767.6998331000210,768.1831622000030,768.1831622000030,768.1998144000250,770.450367100013,,,,,770.4504310000050,770.4664504000100,771.0164387999980,770.9500472000220,,,,,,,,,,,,,,,,n,1,1.3729962999932500,None,up,1,2.265866899979300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_133_F_NUT.png,0,0,781315,1,up,O,O,O,X,O,O,6,x,14,14,0,,,,,,,,,x,1,0.7269342000072360,None,up,1,1.4623280999949200,None,,,,,,,,,,,,,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0164387999980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0036167000070,771.0164387999980,772.4497495999970,772.4497495999970,774.4497222000210,774.4497222000210,776.949667000008,776.949667000008,777.4496568000180,777.4496568000180,777.4496568000180,777.4496568000180,777.4496568000180,777.4496568000180,777.4496568000180,777.4496568000180,6.482609200000300,777.4496568000180,6.499490399990460,777.649650700012,777.649650700012,777.649650700012,777.649650700012,777.649650700012,777.649650700012,777.649650700012,778.183542600018,,,,,778.1846735000150,778.1996511000030,778.6829685000120,778.6829685000120,778.6996286000070,780.1501869000200,,,,,780.1502516000180,780.1662677999990,780.7496019000250,780.6498603000070,,,,,,,,,,,,,,,,x,1,0.7269342000072360,None,up,1,1.4623280999949200,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_116_M_HPY.png,1,1,305359,0,up,O,O,O,N,O,O,7,n,15,15,0,,,,,,,,,n,1,0.995045800023945,None,up,1,1.687299899989740,None,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.7496019000250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.7333063000120,780.7496019000250,782.1495748000160,782.1495748000160,784.1495373000220,784.1495373000220,786.6494960999990,786.6494960999990,787.1494995000250,787.1494995000250,787.1494995000250,787.1494995000250,787.1494995000250,787.1494995000250,787.1494995000250,787.1494995000250,6.482608000020260,787.1494995000250,6.499585100013060,787.3494695000120,787.3494695000120,787.3494695000120,787.3494695000120,787.3494695000120,787.3494695000120,787.3494695000120,788.1500590000070,,,,,788.1515615000100,788.1661440000170,788.6494641000170,788.6494641000170,788.6660989000230,790.350007800007,,,,,790.3500706000200,790.3660937000240,790.9494361000250,790.8496890000240,,,,,,,,,,,,,,,,n,1,0.995045800023945,None,up,1,1.687299899989740,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_025_F_NUT.png,0,0,258964,5,up,O,O,O,N,O,O,6,n,16,16,0,,,,,,,,,n,1,0.7710584999877030,None,up,1,1.248690299980810,None,,,,,,,,,,,,,0,16,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.9494361000250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.9432085000150,790.9494361000250,792.3494064999980,792.3494064999980,794.3493582000080,794.3493582000080,796.849316900014,796.849316900014,797.3493207000140,797.3493207000140,797.3493207000140,797.3493207000140,797.3493207000140,797.3493207000140,797.3493207000140,797.3493207000140,6.482620299997510,797.3493207000140,6.499520299985310,797.549301400024,797.549301400024,797.549301400024,797.549301400024,797.549301400024,797.549301400024,797.549301400024,798.1331835000020,,,,,798.1343226000030,798.1492861000010,798.6326282000230,798.6326282000230,798.6492739000240,799.8831924000120,,,,,799.8832576000130,799.8992682000100,800.4825929000220,800.3828632000080,,,,,,,,,,,,,,,,n,1,0.7710584999877030,None,up,1,1.248690299980810,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_157_F_HPY.png,1,0,103664,3,up,O,O,O,O,O,N,8,n,17,17,0,,,,,,,,,n,1,0.870812199980719,None,up,1,1.1752806000004100,None,,,,,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.4825929000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.4654783000010,800.4825929000220,801.8825712000250,801.8825712000250,803.8825342000060,803.8825342000060,806.3824872999980,806.3824872999980,806.8824636000210,806.8824636000210,806.8824636000210,806.8824636000210,806.8824636000210,806.8824636000210,806.8824636000210,806.8824636000210,6.482588199985910,806.8824636000210,6.499496400007050,807.0824575000150,807.0824575000150,807.0824575000150,807.0824575000150,807.0824575000150,807.0824575000150,807.0824575000150,807.7663836000140,,,,,807.7675743,807.7824580000020,808.2657804000190,808.2657804000190,808.2824474000080,809.4496877000200,,,,,809.4497519000140,809.4657526000230,810.0490779000100,809.9493267000070,,,,,,,,,,,,,,,,n,1,0.870812199980719,None,up,1,1.1752806000004100,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_164_F_NUT.png,0,0,762861,0,down,O,O,N,O,O,O,6,n,18,18,0,,,,,,,,,n,1,0.8958487999916540,None,up,0,1.0476750000088900,None,,,,,,,,,,,,,0,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0490779000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0343927000070,810.0490779000100,811.4490458000220,811.4490458000220,813.4490178000120,813.4490178000120,815.9489551000010,815.9489551000010,816.4489814999980,816.4489814999980,816.4489814999980,816.4489814999980,816.4489814999980,816.4489814999980,816.4489814999980,816.4489814999980,6.4826076999888800,816.4489814999980,6.49950429997989,816.648969700007,816.648969700007,816.648969700007,816.648969700007,816.648969700007,816.648969700007,816.648969700007,817.3495803000110,,,,,817.3507146000050,817.3656313000250,817.8489457000110,817.8489457000110,817.8656168000020,818.8995084000050,,,,,818.9009163000160,818.9156066000000,819.4822746000140,819.3992130999980,,,,,,,,,,,,,,,,n,1,0.8958487999916540,None,up,0,1.0476750000088900,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
1,DST_056_M_HPY.png,1,1,359886,7,down,N,O,O,O,O,O,7,n,19,19,0,,,,,,,,,n,1,1.3899746999959500,None,down,1,1.234501699975230,None,,,,,,,,,,,,,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4822746000140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4764648000130,819.4822746000140,820.8988749000130,820.8988749000130,822.8988670000110,822.8988670000110,825.3988188000220,825.3988188000220,825.8988181000170,825.8988181000170,825.8988181000170,825.8988181000170,825.8988181000170,825.8988181000170,825.8988181000170,825.8988181000170,6.482617199973900,825.8988181000170,6.499508899985810,826.0988034000040,826.0988034000040,826.0988034000040,826.0988034000040,826.0988034000040,826.0988034000040,826.0988034000040,827.2993934999980,,,,,827.3009138000200,827.315454000025,827.7987823000000,827.7987823000000,827.8154454000180,829.0492875000050,,,,,829.0506500000190,829.0654170000050,829.5654164000010,829.5490186000240,,,,,,,,,,,,,,,,n,1,1.3899746999959500,None,down,1,1.234501699975230,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.5491133000180,829.5654164000010,829.5654164000010,900.7480878000210,space,71.18047590000790,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_016_M_HPY.png,1,1,3,2,down,O,O,O,N,O,O,3,n,0,0,0,n,1,down,1,0.8594450999808030,None,1.8769703000143600,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.8808357000240,,,,,,,,,900.8694394000050,900.8808357000240,902.2474794000150,902.2474794000150,902.7474660000010,902.7474660000010,903.4974260000160,903.4974260000160,903.9974133000070,903.9974133000070,903.9974133000070,903.9974133000070,903.9974133000070,903.9974133000070,903.9974133000070,903.9974133000070,3.232649500016120,903.9974133000070,3.2495686000038400,904.1974307000060,904.1974307000060,904.1974307000060,904.1974307000060,904.1974307000060,904.1974307000060,904.1974307000060,,904.8646336000240,,,904.8660168000210,904.8807521999990,905.3640568999980,905.3640568999980,905.380757100007,,,907.2479614000190,,,907.248247600015,907.264058300003,907.8140522000030,907.7476546000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8594450999808030,None,down,1,1.8769703000143600,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_133_F_HPY.png,1,0,3,4,down,O,O,O,X,O,O,4,x,1,1,0,x,1,down,1,0.8592713999969420,None,0.8689524999936110,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.8140522000030,,,,,,,,,907.8029180000010,907.8140522000030,909.2473531000140,909.2473531000140,909.7473459000180,909.7473459000180,910.4973185000130,910.4973185000130,910.9972920000150,910.9972920000150,910.9972920000150,910.9972920000150,910.9972920000150,910.9972920000150,910.9972920000150,910.9972920000150,3.232669699995310,910.9972920000150,3.2495459000056100,911.1973026000200,911.1973026000200,911.1973026000200,911.1973026000200,911.1973026000200,911.1973026000200,911.1973026000200,,911.8644849999980,,,911.8658357000100,911.8806447000240,912.363967000012,912.363967000012,912.3806380000020,,,913.2478676000030,,,913.2481514000100,913.263947200001,913.8472641000120,913.7475418000250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.8592713999969420,None,down,1,0.8689524999936110,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_013_M_HPY.png,1,1,0,0,up,O,O,N,O,O,O,3,n,2,2,0,x,0,down,0,0.8432059999904600,None,1.5329868999833700,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.8472641000120,,,,,,,,,913.8307484000110,913.8472641000120,915.2472457000110,915.2472457000110,915.7472008000190,915.7472008000190,916.4972227000110,916.4972227000110,916.9972217000030,916.9972217000030,916.9972217000030,916.9972217000030,916.9972217000030,916.9972217000030,916.9972217000030,916.9972217000030,3.232655400002840,916.9972217000030,3.2495593999919900,917.1972064000150,917.1972064000150,917.1972064000150,917.1972064000150,917.1972064000150,917.1972064000150,917.1972064000150,,917.8477876000110,,,917.8503951000170,917.8638715000130,918.3471926000200,918.3471926000200,918.3638548000020,,,919.8810460000240,,,919.8830350000060,919.8971670000170,920.4471624000000,920.3807854000190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,0,0.8432059999904600,None,down,0,1.5329868999833700,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_135_F_NUT.png,0,0,8,8,up,O,O,O,O,N,O,2,n,3,3,0,n,1,down,0,1.1782489999895900,None,1.6950881000084300,None,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4471624000000,,,,,,,,,920.4271358000120,920.4471624000000,921.8804642000180,921.8804642000180,922.3804456000220,922.3804456000220,923.1304546000030,923.1304546000030,923.6304365000110,923.6304365000110,923.6304365000110,923.6304365000110,923.6304365000110,923.6304365000110,923.6304365000110,923.6304365000110,3.232699499989390,923.6304365000110,3.2496047999884500,923.8304368000250,923.8304368000250,923.8304368000250,923.8304368000250,923.8304368000250,923.8304368000250,923.8304368000250,,924.8142852000020,,,924.8168286000150,924.8304110000030,925.3137349000030,925.3137349000030,925.3304063000250,,,927.0143314000160,,,927.0146172000100,927.0303785000000,927.6136998000150,927.5139672000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1782489999895900,None,down,0,1.6950881000084300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_025_F_HPY.png,1,0,1,8,down,O,O,O,O,O,N,4,n,4,4,0,n,1,up,0,0.9406333999941130,None,1.1233345000073300,None,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.6136998000150,,,,,,,,,927.5962632000160,927.6136998000150,929.0136664000170,929.0136664000170,929.513663300022,929.513663300022,930.2636533000040,930.2636533000040,930.7636531000030,930.7636531000030,930.7636531000030,930.7636531000030,930.7636531000030,930.7636531000030,930.7636531000030,930.7636531000030,3.2326328000053800,930.7636531000030,3.2495285000186400,930.9636418000160,930.9636418000160,930.9636418000160,930.9636418000160,930.9636418000160,930.9636418000160,930.9636418000160,,931.7141463000150,,,931.7154952000130,931.7302971000030,932.2136169000010,932.2136169000010,932.2302820000040,,,933.3474486000200,,,933.3477335000060,933.3635959000090,933.9302603000250,933.847188100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9406333999941130,None,up,0,1.1233345000073300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_029_F_HPY.png,1,0,6,6,up,X,O,O,O,O,O,4,x,5,5,0,x,1,down,0,1.1041818000085200,None,0.6948038999980780,None,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.9302603000250,,,,,,,,,933.9233014000060,933.9302603000250,935.3468709000150,935.3468709000150,935.8468699000080,935.8468699000080,936.5968493999970,936.5968493999970,937.0968460000000,937.0968460000000,937.0968460000000,937.0968460000000,937.0968460000000,937.0968460000000,937.0968460000000,937.0968460000000,3.23270940000657,937.0968460000000,3.2496008000162000,937.2968392000180,937.2968392000180,937.2968392000180,937.2968392000180,937.2968392000180,937.2968392000180,937.2968392000180,,938.2140413000020,,,938.2153561000010,938.2301616000190,938.7134813000160,938.7134813000160,938.7301535000150,,,939.4141397000060,,,939.414433900005,939.4301473000090,939.9801479000020,939.9138111000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.1041818000085200,None,down,0,0.6948038999980780,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
2,DST_128_F_NUT.png,0,0,8,8,up,O,O,O,O,X,O,2,x,6,6,0,x,1,down,0,1.1172420000075400,None,1.7081120999937400,None,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.9801479000020,,,,,,,,,939.9617372000070,939.9801479000020,941.4134531000160,941.4134531000160,941.9134522000100,941.9134522000100,942.6634368000090,942.6634368000090,943.1634277999980,943.1634277999980,943.1634277999980,943.1634277999980,943.1634277999980,943.1634277999980,943.1634277999980,943.1634277999980,3.232602500007490,943.1634277999980,3.2495135000208400,943.3634209000160,943.3634209000160,943.3634209000160,943.3634209000160,943.3634209000160,943.3634209000160,943.3634209000160,,944.2972732000050,,,944.2986113000080,944.3134025000040,944.7967317000150,944.7967317000150,944.8133855000200,,,946.5138995000160,,,946.5141848000060,946.5300431000070,947.0966959000220,947.013623100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.1172420000075400,None,down,0,1.7081120999937400,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulkita,1,2025-08-28_10h52.12.847,Working memory task,2024.2.4,60.62755583067300,2025-08-28 10h52.26.177679 +0530,
