srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_2.rt,key_resp_2.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,text_10.stopped,key_resp_8.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,key_resp_5.stopped,text_13.stopped,key_resp_9.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block3.key_resp_2.rt,block3.key_resp_2.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_098_M_HPY.png,0,1,L  Q  P  A  F,K,down,N,K,O,O,O,V,5,n,74,4,7,,,,,,,,,n,1,1.4077463999856263,None,up,0,0.9232884000521153,None,,,,,,,,,,,,,7,4,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.1906524000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.1732202999992,1125.1906524000224,1126.6239440999925,1126.6239440999925,1128.623906300054,1128.623906300054,1131.1238620000659,1131.1238620000659,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,1131.6238647000864,6.48257710004691,6.499484300031327,1131.8238567000953,1131.8238567000953,1131.8238567000953,1131.8238567000953,1131.8238567000953,1131.8238567000953,1131.8238567000953,1133.0411003000336,n,1,1.4077463999856263,None,1133.0424653000664,1133.0571586000733,1133.5404476000695,1133.5404476000695,1133.5571216000244,1134.4743473000126,up,0,0.9232884000521153,None,1134.4759725000476,1134.4904643000336,1135.040478500072,1134.9740357000846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_103_M_HPY.png,0,1,G  B  C  H  M,A,down,V,O,O,H,X,O,5,x,75,5,7,,,,,,,,,n,0,1.5391455999342725,None,up,0,0.7567905000178143,None,,,,,,,,,,,,,7,5,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.040478500072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.024047999992,1135.040478500072,1136.47374330007,1136.47374330007,1138.4737484999932,1138.4737484999932,1140.9737040000036,1140.9737040000036,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,1141.473703399999,6.48262510006316,6.499542900011875,1141.6736930999905,1141.6736930999905,1141.6736930999905,1141.6736930999905,1141.6736930999905,1141.6736930999905,1141.6736930999905,1143.0242432000814,n,0,1.5391455999342725,None,1143.0267761000432,1143.0403380000498,1143.5236687000142,1143.5236687000142,1143.5403381000506,1144.2908792999806,up,0,0.7567905000178143,None,1144.2911846000934,1144.306987100048,1144.8569787000306,1144.7905888999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_015_M_HPY.png,0,1,Z  H  D  P  L,H,up,O,X,O,Z,W,O,5,x,76,6,7,,,,,,,,,x,1,1.1163474000059068,None,up,1,0.5113823000574484,None,,,,,,,,,,,,,7,6,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.8569787000306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.8400475999806,1144.8569787000306,1146.2902760000434,1146.2902760000434,1148.2902679999825,1148.2902679999825,1150.7902159000514,1150.7902159000514,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,1151.2902066999814,6.482591999927536,6.499524599988945,1151.4901862000115,1151.4901862000115,1151.4901862000115,1151.4901862000115,1151.4901862000115,1151.4901862000115,1151.4901862000115,1152.407442900003,x,1,1.1163474000059068,None,1152.409924000036,1152.42353010003,1152.9068581000902,1152.9068581000902,1152.9235215000808,1153.424017500016,up,1,0.5113823000574484,None,1153.42559540004,1153.440154000069,1153.9901664000936,1153.9237839999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_145_F_NUT.png,0,0,Y  B  T  Z  G,L,down,H,O,O,K,X,O,6,x,77,7,7,,,,,,,,,x,1,0.9494152999250218,None,up,0,0.7850947000551969,None,,,,,,,,,,,,,7,7,77,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.9901664000936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.9744540000102,1153.9901664000936,1155.423473700066,1155.423473700066,1157.4234556000447,1157.4234556000447,1159.923403599998,1159.923403599998,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,1160.423408600036,6.4826858000596985,6.499647299991921,1160.6233965000138,1160.6233965000138,1160.6233965000138,1160.6233965000138,1160.6233965000138,1160.6233965000138,1160.6233965000138,1161.3740369000006,x,1,0.9494152999250218,None,1161.375383800012,1161.3900934000267,1161.873375400086,1161.873375400086,1161.89005060005,1162.6739129000343,up,0,0.7850947000551969,None,1162.6755319000222,1162.6900651000906,1163.2400311999954,1163.1736657000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_128_F_NUT.png,0,0,H  Y  M  K  D,B,down,O,W,N,O,Z,O,6,n,78,8,7,,,,,,,,,n,1,1.3028513999888673,None,up,0,0.8517979000462219,None,,,,,,,,,,,,,7,8,78,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.2400311999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.2227470000507,1163.2400311999954,1164.6733228000812,1164.6733228000812,1166.6732956999913,1166.6732956999913,1169.1732764000772,1169.1732764000772,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,1169.6732537000207,6.482635000022128,6.499512700014748,1169.8732278000098,1169.8732278000098,1169.8732278000098,1169.8732278000098,1169.8732278000098,1169.8732278000098,1169.8732278000098,1170.9904550000792,n,1,1.3028513999888673,None,1170.9917781000258,1171.0065710000927,1171.4898929999908,1171.4898929999908,1171.5065474000294,1172.3570744000608,up,0,0.8517979000462219,None,1172.3573852999834,1172.3732078000903,1172.9231965000508,1172.8568105000304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_135_F_NUT.png,0,0,C  O  D  K  F,K,up,Z,O,O,N,O,V,6,n,79,9,7,,,,,,,,,n,1,1.1615712000057101,None,up,1,0.7066941999364644,None,,,,,,,,,,,,,7,9,79,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.9231965000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.9057761000004,1172.9231965000508,1174.3565110000782,1174.3565110000782,1176.3564763000468,1176.3564763000468,1178.8564353000838,1178.8564353000838,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,1179.3564471000573,6.482645899988711,6.499575600028038,1179.556427200092,1179.556427200092,1179.556427200092,1179.556427200092,1179.556427200092,1179.556427200092,1179.556427200092,1180.52366419998,n,1,1.1615712000057101,None,1180.5250020000385,1180.5397391000297,1181.0230892000254,1181.0230892000254,1181.0397297000745,1181.740243599983,up,1,0.7066941999364644,None,1181.7418103000382,1181.756396300043,1182.306384800002,1182.2400579000823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_145_F_NUT.png,0,0,Y  B  T  Z  G,L,down,H,O,O,K,X,O,6,x,80,0,8,,,,,,,,,x,1,1.073103499948047,None,up,0,0.615335600101389,None,,,,,,,,,,,,,8,0,80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.306384800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.2904483000748,1182.306384800002,1183.7396937999874,1183.7396937999874,1185.7396531000268,1185.7396531000268,1188.23962690006,1188.23962690006,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,1188.739654300036,6.482672399957664,6.499721699976362,1188.9396127000218,1188.9396127000218,1188.9396127000218,1188.9396127000218,1188.9396127000218,1188.9396127000218,1188.9396127000218,1189.823475399986,x,1,1.073103499948047,None,1189.8247945000185,1189.8395948000252,1190.3229223000817,1190.3229223000817,1190.3395950000267,1190.9402353999903,up,0,0.615335600101389,None,1190.941845000023,1190.9562379000708,1191.5062422000337,1191.4398365999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_098_M_HPY.png,0,1,L  Q  P  A  F,K,down,N,K,O,O,O,V,5,n,81,1,8,,,,,,,,,x,0,1.3780964000616223,None,down,1,0.5862329000374302,None,,,,,,,,,,,,,8,1,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.5062422000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.4892103000311,1191.5062422000337,1192.9395458000945,1192.9395458000945,1194.939522700035,1194.939522700035,1197.4394552999875,1197.4394552999875,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,1197.9394441000186,6.482509699999355,6.499402599991299,1198.1394518000307,1198.1394518000307,1198.1394518000307,1198.1394518000307,1198.1394518000307,1198.1394518000307,1198.1394518000307,1199.3233324000612,x,0,1.3780964000616223,None,1199.3258709000656,1199.3394305000547,1199.8227790000383,1199.8227790000383,1199.8394242000068,1200.42338380008,down,1,0.5862329000374302,None,1200.4249823000282,1200.4394270000048,1200.9894108000444,1200.9231697000796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_010_M_HPY.png,0,1,Z  C  T  P  K,Z,up,O,X,W,O,O,Z,5,x,82,2,8,,,,,,,,,x,1,1.3218634999357164,None,up,1,0.6470471000066027,None,,,,,,,,,,,,,8,2,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.9894108000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.976192500093,1200.9894108000444,1202.4227322000079,1202.4227322000079,1204.422689100029,1204.422689100029,1206.9226596000372,1206.9226596000372,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,1207.422652499983,6.482558500021696,6.499498699908145,1207.6226454999996,1207.6226454999996,1207.6226454999996,1207.6226454999996,1207.6226454999996,1207.6226454999996,1207.6226454999996,1208.7565946000395,x,1,1.3218634999357164,None,1208.7590961999958,1208.7726617000299,1209.2559554000618,1209.2559554000618,1209.2726073000813,1209.906525600003,up,1,0.6470471000066027,None,1209.906831900007,1209.9226451000432,1210.472622100031,1210.4063888000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_135_F_NUT.png,0,0,C  O  D  K  F,K,up,Z,O,O,N,O,V,6,n,83,3,8,,,,,,,,,n,1,1.4902655999176204,None,up,1,0.4540733000030741,None,,,,,,,,,,,,,8,3,83,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.472622100031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.4541855000425,1210.472622100031,1211.9059091000818,1211.9059091000818,1213.905894100084,1213.905894100084,1216.4058147000615,1216.4058147000615,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,1216.9058450000593,6.482617900008336,6.4995634000515565,1217.1058341000462,1217.1058341000462,1217.1058341000462,1217.1058341000462,1217.1058341000462,1217.1058341000462,1217.1058341000462,1218.4063434000127,n,1,1.4902655999176204,None,1218.407666000072,1218.4224784000544,1218.9058036000933,1218.9058036000933,1218.922469299985,1219.372989000054,up,1,0.4540733000030741,None,1219.3732925000368,1219.389132500044,1219.9391171000898,1219.872775600059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_009_F_NUT.png,0,0,R  B  K  F  G,G,up,O,H,O,X,W,O,6,x,84,4,8,,,,,,,,,x,1,0.8813735999865457,None,up,1,0.6947761999908835,None,,,,,,,,,,,,,8,4,84,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.9391171000898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.928509499994,1219.9391171000898,1221.3724307999946,1221.3724307999946,1223.3723963000812,1223.3723963000812,1225.8723443000345,1225.8723443000345,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,1226.3723519000923,6.4826529999263585,6.499548899941146,1226.5723624000093,1226.5723624000093,1226.5723624000093,1226.5723624000093,1226.5723624000093,1226.5723624000093,1226.5723624000093,1227.2562901000492,x,1,0.8813735999865457,None,1227.2576357000507,1227.2723775000777,1227.7556583000114,1227.7556583000114,1227.7723229000112,1228.4562869000947,up,1,0.6947761999908835,None,1228.4565980000189,1228.472358900006,1229.022279900033,1228.9559040000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_103_M_HPY.png,0,1,G  B  C  H  M,A,down,V,O,O,H,X,O,5,x,85,5,8,,,,,,,,,x,1,1.673453600029461,None,up,0,0.6977957999333739,None,,,,,,,,,,,,,8,5,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.022279900033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.0053779000882,1229.022279900033,1230.4556278000819,1230.4556278000819,1232.455587000004,1232.455587000004,1234.9555412000045,1234.9555412000045,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,1235.4555325000547,6.482549399952404,6.499431599979289,1235.6555297999876,1235.6555297999876,1235.6555297999876,1235.6555297999876,1235.6555297999876,1235.6555297999876,1235.6555297999876,1237.13941240008,x,1,1.673453600029461,None,1237.140790799982,1237.155541800079,1237.6388429000508,1237.6388429000508,1237.6555152999936,1238.3394532999955,up,0,0.6977957999333739,None,1238.341116100084,1238.355509200017,1238.9054954000749,1238.8391187000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
1,DST_048_M_HPY.png,0,1,L  C  Z  T  H,R,down,O,K,O,O,N,H,5,n,86,6,8,,,,,,,,,x,0,2.055121700046584,None,up,0,0.7231474999571219,None,,,,,,,,,,,,,8,6,86,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.9054954000749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.8863524000626,1238.9054954000749,1240.338791300077,1240.338791300077,1242.3387631999794,1242.3387631999794,1244.838724900037,1244.838724900037,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,1245.338716700091,6.482568599982187,6.499560699914582,1245.53871480003,1245.53871480003,1245.53871480003,1245.53871480003,1245.53871480003,1245.53871480003,1245.53871480003,1247.4059694000753,x,0,2.055121700046584,None,1247.4085066000698,1247.4220499000512,1247.9053423000732,1247.9053423000732,1247.9220013000304,1248.6392532000318,up,0,0.7231474999571219,None,1248.6395693999948,1248.6553699000506,1249.2053132000146,1249.138992000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP16,001,2026-01-14_16h37.35.067,WM-Letters,2024.2.4,60.630533295592755,2026-01-14 16h37.49.624054 +0530,
