srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_2.rt,key_resp_2.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,key_resp_5.stopped,text_13.stopped,key_resp_9.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,block1.key_resp_2.keys,block1.key_resp_2.corr,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,block1.key_resp_2.rt,block1.key_resp_2.duration,text_3.stopped,key_resp_3.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block3.key_resp_2.rt,block3.key_resp_2.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,text_8.stopped,key_resp_7.stopped,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block7.key_resp_2.rt,block7.key_resp_2.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_009_F_NUT.png,0,0,R  B  K  F  G,G,up,O,H,O,X,W,O,6,x,96,6,9,None,0,,,None,0,,,,,,,,,,,,,,,,,,,9,6,96,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.580441399943,,,,,,,,,,,,,,,,,,1674.5772500999738,1674.580441399943,1675.9814206999727,1675.9814206999727,1677.9814438999165,1677.9814438999165,1680.4814069999848,1680.4814069999848,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,1680.9814116000198,6.4824799000052735,6.499736600089818,1681.181391299935,1681.181391299935,1681.181391299935,1681.181391299935,1681.181391299935,1681.181391299935,1681.181391299935,1683.1655321000144,None,0,,,1683.1689590999158,1683.1813590999227,1683.6647445999552,1683.6647445999552,1683.6813846000005,1686.6489930999232,None,0,,,1686.649868199951,1686.6647788999835,1687.2072425999213,1687.1489669999573,1683.1813590999227,1686.6647788999835,1686.6647788999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_145_F_NUT.png,0,0,Y  B  T  Z  G,L,down,H,O,O,K,X,O,6,x,97,7,9,n,0,0.5193891000235453,None,down,1,1.8840283999452367,None,,,,,,,,,,,,,,,,,9,7,97,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.2072425999213,,,,,,,,,,,,,,,,,,1687.2032032000134,1687.2072425999213,1688.6649374999106,1688.6649374999106,1690.6648510999512,1690.6648510999512,1693.1646689999616,1693.1646689999616,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,1693.6646999999648,6.482437900034711,6.49991290003527,1693.8811196999159,1693.8811196999159,1693.8811196999159,1693.8811196999159,1693.8811196999159,1693.8811196999159,1693.8811196999159,1694.2001085999655,n,0,0.5193891000235453,None,1694.2014505999396,1694.2159213999985,1694.7146600999404,1694.7146600999404,1694.7312879000092,1696.6157121999422,down,1,1.8840283999452367,None,1696.6189975999296,1696.6308773999335,1697.1760114999488,1697.1151679999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_010_M_HPY.png,0,1,Z  C  T  P  K,Z,up,O,X,W,O,O,Z,5,x,98,8,9,None,0,,,None,0,,,,,,,,,,,,,,,,,,,9,8,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.1760114999488,,,,,,,,,,,,,,,,,,1697.172810799908,1697.1760114999488,1698.6307322999928,1698.6307322999928,1700.631222099997,1700.631222099997,1703.1173874000087,1703.1173874000087,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,1703.6174412999535,6.484972400008701,6.501943900017068,1703.8173900999827,1703.8173900999827,1703.8173900999827,1703.8173900999827,1703.8173900999827,1703.8173900999827,1703.8173900999827,1705.8159260000102,None,0,,,1705.8212098999647,1705.8309079000028,1706.3311061999993,1706.3311061999993,1706.3311061999993,1709.3153081999626,None,0,,,1709.3202264999272,1709.3322614999488,1709.8888046999928,1709.815924399998,1705.8309079000028,1709.3322614999488,1709.3322614999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_048_M_HPY.png,0,1,L  C  Z  T  H,R,down,O,K,O,O,N,H,5,n,99,9,9,None,0,,,None,0,,,,,,,,,,,,,,,,,,,9,9,99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.8888046999928,,,,,,,,,,,,,,,,,,1709.8847934999503,1709.8888046999928,1711.330872899969,1711.330872899969,1713.3308671999257,1713.3308671999257,1715.8309811999789,1715.8309811999789,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,1716.3321875999682,6.4982535999733955,6.516400999971665,1716.5308351999847,1716.5308351999847,1716.5308351999847,1716.5308351999847,1716.5308351999847,1716.5308351999847,1716.5308351999847,1718.5152258999879,None,0,,,1718.5193533999845,1718.530948099913,1719.0140952999936,1719.0140952999936,1719.0307092999574,1722.0147048999788,None,0,,,1722.015406099963,1722.0306415999075,,1722.5154573000036,1718.530948099913,1722.0306415999075,1722.0306415999075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_149_F_NUT.png,0,0,I  P  S  K  D,S,up,W,N,V,O,O,O,6,n,100,0,10,x,0,1.4567016999935731,None,down,0,1.7663240999681875,None,,,,,,,,,,,,,,,,,10,0,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.5719302999787,,,,,,,,,,,,,,,,,,1722.5688169000205,1722.5719302999787,1724.0320640999125,1724.0320640999125,1726.0307961999206,1726.0307961999206,1728.530781099922,1728.530781099922,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,1729.0307646999136,6.498832699959166,6.516222099890001,1729.2307365000015,1729.2307365000015,1729.2307365000015,1729.2307365000015,1729.2307365000015,1729.2307365000015,1729.2307365000015,1730.4986395000014,x,0,1.4567016999935731,None,1730.5017030999297,1730.5137893999927,1731.0140382999089,1731.0140382999089,1731.0140382999089,1732.78244119999,down,0,1.7663240999681875,None,1732.783243099926,1732.7969050999964,1733.3606735999929,1733.2816822999157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_010_M_HPY.png,0,1,Z  C  T  P  K,Z,up,O,X,W,O,O,Z,5,x,101,1,10,None,0,,,None,0,,,,,,,,,,,,,,,,,,,10,1,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.3606735999929,,,,,,,,,,,,,,,,,,1733.3565938000102,1733.3606735999929,1734.797317199991,1734.797317199991,1736.7973077999195,1736.7973077999195,1739.2972394999815,1739.2972394999815,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,1739.797278999933,6.49808429996483,6.515500699984841,1739.9972387999296,1739.9972387999296,1739.9972387999296,1739.9972387999296,1739.9972387999296,1739.9972387999296,1739.9972387999296,1741.9815182000166,None,0,,,1741.9857415999286,1741.9972053999081,1742.4972359999083,1742.4972359999083,1742.4972359999083,1745.480436899932,None,0,,,1745.480740299914,1745.4967215999495,1746.051409299951,1745.981374099967,1741.9972053999081,1745.4967215999495,1745.4967215999495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_048_M_HPY.png,0,1,L  C  Z  T  H,R,down,O,K,O,O,N,H,5,n,102,2,10,None,0,,,None,0,,,,,,,,,,,,,,,,,,,10,2,102,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.051409299951,,,,,,,,,,,,,,,,,,1746.0482048999984,1746.051409299951,1747.483378999983,1747.483378999983,1749.483300599968,1749.483300599968,1751.9839847999392,1751.9839847999392,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,1752.4839402999496,6.485745800076984,6.503101400099695,1752.697035399964,1752.697035399964,1752.697035399964,1752.697035399964,1752.697035399964,1752.697035399964,1752.697035399964,1754.6813168999506,None,0,,,1754.685334199923,1754.696994900005,1755.1970035999548,1755.1970035999548,1755.1970035999548,1758.181240099948,None,0,,,1758.182115499978,1758.196957899956,1758.7512049999787,1758.6811395999976,1754.696994900005,1758.196957899956,1758.196957899956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_128_F_NUT.png,0,0,H  Y  M  K  D,B,down,O,W,N,O,Z,O,6,n,103,3,10,x,0,0.38099370000418276,None,down,1,2.116936400067061,None,,,,,,,,,,,,,,,,,10,3,103,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.7512049999787,,,,,,,,,,,,,,,,,,1758.7471723000053,1758.7512049999787,1760.198213799973,1760.198213799973,1762.1969381999224,1762.1969381999224,1764.6968254999956,1764.6968254999956,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,1765.1968435000163,6.498793000006117,6.516175099997781,1765.396879100008,1765.396879100008,1765.396879100008,1765.396879100008,1765.396879100008,1765.396879100008,1765.396879100008,1765.5817747999681,x,0,0.38099370000418276,None,1765.5835862999083,1765.596540599945,1766.0969064999372,1766.0969064999372,1766.0969064999372,1768.216110499925,down,1,2.116936400067061,None,1768.2215684999246,1768.229738999973,1768.7893196999794,1768.7147332999157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_098_M_HPY.png,0,1,L  Q  P  A  F,K,down,N,K,O,O,O,V,5,n,104,4,10,n,1,0.28295759996399283,None,down,1,1.3897659999784082,None,,,,,,,,,,,,,,,,,10,4,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.7893196999794,,,,,,,,,,,,,,,,,,1768.786219600006,1768.7893196999794,1770.2301021999447,1770.2301021999447,1772.2300876999507,1772.2300876999507,1774.7299900000216,1774.7299900000216,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,1775.2300371999154,6.497136500081979,6.514564900076948,1775.430018999963,1775.430018999963,1775.430018999963,1775.430018999963,1775.430018999963,1775.430018999963,1775.430018999963,1775.5155035000062,n,1,0.28295759996399283,None,1775.5212640999816,1775.5295328999637,1776.0300279000076,1776.0300279000076,1776.0300279000076,1777.432064399938,down,1,1.3897659999784082,None,1777.432821399998,1777.4463135999395,1778.0062593999319,1777.9306250999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_009_F_NUT.png,0,0,R  B  K  F  G,G,up,O,H,O,X,W,O,6,x,105,5,10,n,0,0.6156016000313684,None,up,1,0.9332267000572756,None,,,,,,,,,,,,,,,,,10,5,105,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.0062593999319,,,,,,,,,,,,,,,,,,1778.0021308999276,1778.0062593999319,1779.4466350999428,1779.4466350999428,1781.4466075999662,1781.4466075999662,1783.9463928999612,1783.9463928999612,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,1784.4477513999445,6.497687699971721,6.515849999967031,1784.6462844000198,1784.6462844000198,1784.6462844000198,1784.6462844000198,1784.6462844000198,1784.6462844000198,1784.6462844000198,1785.0647951000137,n,0,0.6156016000313684,None,1785.0712449999992,1785.0797296999954,1785.5797212999314,1785.5797212999314,1785.5797212999314,1786.5148641999112,up,1,0.9332267000572756,None,1786.5155800000066,1786.529591199942,1787.0870238000061,1787.014640499954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_103_M_HPY.png,0,1,G  B  C  H  M,A,down,V,O,O,H,X,O,5,x,106,6,10,x,1,0.4273834000341594,None,up,0,1.2610634999582544,None,,,,,,,,,,,,,,,,,10,6,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.0870238000061,,,,,,,,,,,,,,,,,,1787.0838074999629,1787.0870238000061,1788.529632999911,1788.529632999911,1790.5296327999095,1790.5296327999095,1793.0160074000014,1793.0160074000014,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,1793.5165395999793,6.484754099976271,6.502093099988997,1793.729419099982,1793.729419099982,1793.729419099982,1793.729419099982,1793.729419099982,1793.729419099982,1793.729419099982,1793.9466315999161,x,1,0.4273834000341594,None,1793.949208599981,1793.962434599991,1794.446488799993,1794.446488799993,1794.4631463999394,1795.715115699917,up,0,1.2610634999582544,None,1795.7182397999568,1795.7291241999483,1796.2686013999628,1796.2139188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_145_F_NUT.png,0,0,Y  B  T  Z  G,L,down,H,O,O,K,X,O,6,x,107,7,10,n,0,0.4881764999590814,None,up,0,1.784218700020574,None,,,,,,,,,,,,,,,,,10,7,107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.2686013999628,,,,,,,,,,,,,,,,,,1796.2665996999713,1796.2686013999628,1797.7290781999473,1797.7290781999473,1799.729636700009,1799.729636700009,1802.2293587999884,1802.2293587999884,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,1802.729291799944,6.497389500029385,6.514705799985677,1802.9292855999665,1802.9292855999665,1802.9292855999665,1802.9292855999665,1802.9292855999665,1802.9292855999665,1802.9292855999665,1803.2308324999176,n,0,0.4881764999590814,None,1803.2377634999575,1803.2456435000058,1803.745642199996,1803.745642199996,1803.745642199996,1805.5319528999971,up,0,1.784218700020574,None,1805.5328786999453,1805.5456534000114,1806.0820784999523,1806.0306729999138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_015_M_HPY.png,0,1,Z  H  D  P  L,H,up,O,X,O,Z,W,O,5,x,108,8,10,n,0,0.5893647999037057,None,up,1,1.3158281999640167,None,,,,,,,,,,,,,,,,,10,8,108,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.0820784999523,,,,,,,,,,,,,,,,,,1806.0805215999717,1806.0820784999523,1807.5458178999834,1807.5458178999834,1809.5461590000195,1809.5461590000195,1812.0459117999999,1812.0459117999999,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,1812.5459422999993,6.497202400001697,6.514619200024754,1812.7457463999745,1812.7457463999745,1812.7457463999745,1812.7457463999745,1812.7457463999745,1812.7457463999745,1812.7457463999745,1813.1479389999295,n,0,0.5893647999037057,None,1813.1519582999172,1813.1625573999481,1813.6621989000123,1813.6621989000123,1813.6621989000123,1814.982047699974,up,1,1.3158281999640167,None,1814.9881581999362,1814.9956620999146,1815.5339716000017,1815.4802243999438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
1,DST_135_F_NUT.png,0,0,C  O  D  K  F,K,up,Z,O,O,N,O,V,6,n,109,9,10,n,1,0.597822800045833,None,up,1,1.2155099000083283,None,,,,,,,,,,,,,,,,,10,9,109,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.5339716000017,,,,,,,,,,,,,,,,,,1815.531973599922,1815.5339716000017,1816.9961002999917,1816.9961002999917,1818.996085199993,1818.996085199993,1821.4960296999197,1821.4960296999197,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,1821.9953450999456,6.497218700009398,6.513408500002697,1822.1957725000102,1822.1957725000102,1822.1957725000102,1822.1957725000102,1822.1957725000102,1822.1957725000102,1822.1957725000102,1822.5977430000203,n,1,0.597822800045833,None,1822.601942999987,1822.6121006999165,1823.1126934000058,1823.1126934000058,1823.1126934000058,1824.3312246999703,up,1,1.2155099000083283,None,1824.3320692999987,1824.3454391999403,1824.902211699984,1824.83052269998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP20,001,2026-01-15_15h44.46.282,WM-Letters,2024.2.4,61.01943960743507,2026-01-15 15h45.07.129330 +0530,
