srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_9.keys,key_resp_9.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,key_resp_2.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,key_resp_5.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,text_13.stopped,key_resp_9.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,FB1.started,FB1.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,FB2.started,FB2.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,FB3.started,FB3.stopped,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,FB4.started,FB4.stopped,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,FB5.started,FB5.stopped,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,FB6.started,FB6.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,FB7.started,FB7.stopped,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,FB8.started,FB8.stopped,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,FB9.started,FB9.stopped,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,FB10.started,FB10.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,FB11.started,FB11.stopped,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,FB12.started,FB12.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_040_F_HPY.png,1,0,D,L,down,H,X,O,O,O,K,4,x,3,3,0,x,1,0.529098599916324,None,,,,,,,,,,,,,down,1,0.875995900016278,None,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.47021639999,,,,,,,,,1433.4605243999977,1433.47021639999,1434.9035285999998,1434.9035285999998,1435.403518800158,1435.403518800158,1436.1535116999876,1436.1535116999876,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,1436.6535026000347,3.2327541999984533,3.2496172999963164,1436.8534917000216,1436.8534917000216,1436.8534917000216,1436.8534917000216,1436.8534917000216,1436.8534917000216,1436.8534917000216,1437.1873955000192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.529098599916324,None,1437.1892934001517,1437.2034883999731,1437.2034883999731,1438.08734930004,down,1,0.875995900016278,None,1438.0876450000796,1438.1034564999864,1438.6534606001806,1438.5870660000946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_137_F_HPY.png,1,0,K,K,up,N,W,O,V,O,O,4,n,4,4,0,n,1,0.8421930000185966,None,,,,,,,,,,,,,down,0,1.5523143000900745,None,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.6534606001806,,,,,,,,,1438.6471703001298,1438.6534606001806,1440.0867805001326,1440.0867805001326,1440.5867422001902,1440.5867422001902,1441.336736800149,1441.336736800149,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,1441.836740600178,3.232706699986011,3.2495903000235558,1442.0367437000386,1442.0367437000386,1442.0367437000386,1442.0367437000386,1442.0367437000386,1442.0367437000386,1442.0367437000386,1442.6873013000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8421930000185966,None,1442.6884292999748,1442.7034026000183,1442.7034026000183,1444.270503600128,down,0,1.5523143000900745,None,1444.2721184000839,1444.286701900186,1444.83669929998,1444.7703011000995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_031_M_HPY.png,1,1,F,F,up,X,V,O,O,Z,O,3,x,5,5,0,x,1,0.6114269997924566,None,,,,,,,,,,,,,up,1,1.0240168999880552,None,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.83669929998,,,,,,,,,1444.8268240001053,1444.83669929998,1446.270021500066,1446.270021500066,1446.7700189000461,1446.7700189000461,1447.5199776999652,1447.5199776999652,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,1448.0199812001083,3.2327797999605536,3.2496519999112934,1448.219978200039,1448.219978200039,1448.219978200039,1448.219978200039,1448.219978200039,1448.219978200039,1448.219978200039,1448.6371583000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.6114269997924566,None,1448.6383053001482,1448.6532993,1448.6532993,1449.6871700000484,up,1,1.0240168999880552,None,1449.688754600007,1449.7032850000542,1450.2532806000672,1450.1868795000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_097_M_NUT.png,0,1,A,A,up,N,W,O,O,K,O,1,n,6,6,0,n,1,0.8609342998825014,None,,,,,,,,,,,,,up,1,0.891196200158447,None,,,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.2532806000672,,,,,,,,,1450.2342936000787,1450.2532806000672,1451.6865879001562,1451.6865879001562,1452.1865753000602,1452.1865753000602,1452.93655650015,1452.93655650015,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,1453.4365525001194,3.2326892998535186,3.249584099976346,1453.6365470001474,1453.6365470001474,1453.6365470001474,1453.6365470001474,1453.6365470001474,1453.6365470001474,1453.6365470001474,1454.3037294000387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8609342998825014,None,1454.3048619001638,1454.3198726000264,1454.3198726000264,1455.2203728000168,up,1,0.891196200158447,None,1455.2206662001554,1455.2365274999756,1455.7865264001302,1455.7201472001616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_118_M_HPY.png,1,1,V,V,up,N,K,O,O,H,O,3,n,7,7,0,n,1,0.5596139000263065,None,,,,,,,,,,,,,up,1,0.858912899857387,None,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.7865264001302,,,,,,,,,1455.7733031001408,1455.7865264001302,1457.2198116001673,1457.2198116001673,1457.7198251001537,1457.7198251001537,1458.4698074001353,1458.4698074001353,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,1458.9697991001885,3.232743800152093,3.2496061001438648,1459.1698064000811,1459.1698064000811,1459.1698064000811,1459.1698064000811,1459.1698064000811,1459.1698064000811,1459.1698064000811,1459.5370149000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5596139000263065,None,1459.5381371001713,1459.5531232000794,1459.5531232000794,1460.4203942001332,up,1,0.858912899857387,None,1460.4206844000146,1460.4364397001918,1460.9864243001211,1460.9201241000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_159_F_HPY.png,1,0,K,M,down,V,O,Z,N,O,O,4,n,8,8,0,x,0,1.0799386000726372,None,,,,,,,,,,,,,down,1,1.0964959000702947,None,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.9864243001211,,,,,,,,,1460.9801017001737,1460.9864243001211,1462.4197339999955,1462.4197339999955,1462.9197156000882,1462.9197156000882,1463.6697003000882,1463.6697003000882,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,1464.1696929000318,3.23260850016959,3.2495159001555294,1464.3696842000354,1464.3696842000354,1464.3696842000354,1464.3696842000354,1464.3696842000354,1464.3696842000354,1464.3696842000354,1465.2535928001162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,0,1.0799386000726372,None,1465.2554880001117,1465.2696794001386,1465.2696794001386,1466.370243200101,down,1,1.0964959000702947,None,1466.370538300136,1466.3863268001005,1466.9363426000345,1466.8699556000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_029_F_NUT.png,0,0,O,R,down,H,O,O,X,K,O,2,x,9,9,0,x,1,1.0129245000425726,None,,,,,,,,,,,,,down,1,0.8001127000898123,None,,,,,,,,,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.9363426000345,,,,,,,,,1466.9210475999862,1466.9363426000345,1468.3696281001903,1468.3696281001903,1468.8696330001112,1468.8696330001112,1469.6196206000168,1469.6196206000168,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,1470.1196200000122,3.2326832998078316,3.2495831998530775,1470.3196046999656,1470.3196046999656,1470.3196046999656,1470.3196046999656,1470.3196046999656,1470.3196046999656,1470.3196046999656,1471.136793800164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.0129245000425726,None,1471.1386353000998,1471.1529206000268,1471.1529206000268,1471.9536620001309,down,1,0.8001127000898123,None,1471.953953600023,1471.9695706001949,1472.5195820999797,1472.453162800055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_142_F_HPY.png,1,0,C,C,up,O,O,N,H,K,O,4,n,10,10,0,n,1,0.8706896998919547,None,,,,,,,,,,,,,up,1,0.7516898999456316,None,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5195820999797,,,,,,,,,1472.509864000138,1472.5195820999797,1473.952869700035,1473.952869700035,1474.4528648999985,1474.4528648999985,1475.2028646001127,1475.2028646001127,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,1475.7028500000015,3.232471900060773,3.249394200043753,1475.902843900025,1475.902843900025,1475.902843900025,1475.902843900025,1475.902843900025,1475.902843900025,1475.902843900025,1476.5867348001339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8706896998919547,None,1476.5878636999987,1476.6028054000344,1476.6028054000344,1477.3700002999976,up,1,0.7516898999456316,None,1477.370287100086,1477.3861583999824,1477.936162700178,1477.8697532000951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_048_M_HPY.png,1,1,G,G,up,X,O,W,V,O,O,3,x,11,11,0,x,1,0.7150119999423623,None,,,,,,,,,,,,,up,1,0.625017800135538,None,,,,,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.936162700178,,,,,,,,,1477.9162441999651,1477.936162700178,1479.3694509000052,1479.3694509000052,1479.8694521000143,1479.8694521000143,1480.6194290001877,1480.6194290001877,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,1481.119433300104,3.232726800022647,3.2496360999066383,1481.3194138000254,1481.3194138000254,1481.3194138000254,1481.3194138000254,1481.3194138000254,1481.3194138000254,1481.3194138000254,1481.8366922000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.7150119999423623,None,1481.8378075000364,1481.852760200156,1481.852760200156,1482.4866047000978,up,1,0.625017800135538,None,1482.4868948999792,1482.5027422001585,1483.0527409000788,1482.9863354000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_016_M_NUT.png,0,1,L,Q,down,O,K,H,O,O,N,1,n,12,12,0,n,1,0.6151878000237048,None,,,,,,,,,,,,,down,1,0.7378260998521,None,,,,,,,,,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.0527409000788,,,,,,,,,1483.036154499976,1483.0527409000788,1484.486036500195,1484.486036500195,1484.9860266000032,1484.9860266000032,1485.7360233000945,1485.7360233000945,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,1486.235994500108,3.2327252000104636,3.2496097998227924,1486.4360029001255,1486.4360029001255,1486.4360029001255,1486.4360029001255,1486.4360029001255,1486.4360029001255,1486.4360029001255,1486.853253300069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6151878000237048,None,1486.8551433000248,1486.8693305000197,1486.8693305000197,1487.6197945000604,down,1,0.7378260998521,None,1487.620083300164,1487.635990699986,1488.1859826999716,1488.1196153999772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_017_F_NUT.png,0,0,P,P,up,O,O,N,O,H,W,2,n,13,13,0,n,1,0.8320051000919193,None,,,,,,,,,,,,,up,1,0.7440898001659662,None,,,,,,,,,,,,,0,13,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.1859826999716,,,,,,,,,1488.1673483999912,1488.1859826999716,1489.6192873001564,1489.6192873001564,1490.1192888000514,1490.1192888000514,1490.8692729000468,1490.8692729000468,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,1491.3692561001517,3.2327775999438018,3.24965830007568,1491.5692726001143,1491.5692726001143,1491.5692726001143,1491.5692726001143,1491.5692726001143,1491.5692726001143,1491.5692726001143,1492.2031751000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8320051000919193,None,1492.20429829997,1492.2192396000028,1492.2192396000028,1492.9698346001096,up,1,0.7440898001659662,None,1492.9701223000884,1492.9859049001243,1493.5358941000886,1493.4695178000256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_036_F_NUT.png,0,0,T,S,down,O,X,Z,V,O,O,2,x,14,14,0,x,1,0.900027200113982,None,,,,,,,,,,,,,down,1,0.8961453000083566,None,,,,,,,,,,,,,0,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.5358941000886,,,,,,,,,1493.5178206001874,1493.5358941000886,1494.9691949000116,1494.9691949000116,1495.4691904000938,1495.4691904000938,1496.2192106000148,1496.2192106000148,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,1496.719173999969,3.232651899801567,3.249543899903074,1496.9191652999725,1496.9191652999725,1496.9191652999725,1496.9191652999725,1496.9191652999725,1496.9191652999725,1496.9191652999725,1497.6198525000364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.900027200113982,None,1497.621906200191,1497.6358168001752,1497.6358168001752,1498.5364449000917,down,1,0.8961453000083566,None,1498.536747300066,1498.552481400082,1499.1024660000112,1499.0360680001322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
1,DST_086_M_NUT.png,0,1,J,J,up,O,O,N,Z,O,V,1,n,15,15,0,n,1,0.7803410000633448,None,,,,,,,,,,,,,up,1,0.8041628999635577,None,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.1024660000112,,,,,,,,,1499.0849071000703,1499.1024660000112,1500.5357764000073,1500.5357764000073,1501.0357611000072,1501.0357611000072,1501.7857678001747,1501.7857678001747,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,1502.285748000024,3.2326201000250876,3.2495045999530703,1502.48573880014,1502.48573880014,1502.48573880014,1502.48573880014,1502.48573880014,1502.48573880014,1502.48573880014,1503.0696403000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7803410000633448,None,1503.0707706999965,1503.085729900049,1503.085729900049,1503.9028872000054,up,1,0.8041628999635577,None,1503.9031756999902,1503.9190532001667,1504.4690249001142,1504.4026450000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP30,001,2026-01-21_15h35.25.446,WM-Letters,2024.2.4,61.124657024909865,2026-01-21 15h35.39.277498 +0530,
