srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,text_10.stopped,key_resp_8.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_12.stopped,text_13.started,key_resp_9.started,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,key_resp_5.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,text_3.stopped,key_resp_3.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,DST_015_M_HPY.png,0,1,Z  H  D  P  L,H,up,O,X,O,Z,W,O,5,x,24,4,2,,,,,,,,,n,0,1.4135135000105947,None,up,1,1.1930826000170782,None,,,,,,,,,,,,,2,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.663146100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.6615814999677,333.663146100007,335.1102517999243,335.1102517999243,337.1102383999387,337.1102383999387,339.6101754999254,339.6101754999254,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,340.11021680000704,6.482770500006154,6.500194099964574,340.31005769991316,340.31005769991316,340.31005769991316,340.31005769991316,340.31005769991316,340.31005769991316,340.31005769991316,341.52858259994537,n,0,1.4135135000105947,None,341.53470489999745,341.5431190999225,342.0435226999689,342.0435226999689,342.0435226999689,343.2459457999794,up,1,1.1930826000170782,None,343.24842089996673,343.2598330999026,343.823823899962,343.7448996999301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_009_F_NUT.png,0,0,R  B  K  F  G,G,up,O,H,O,X,W,O,6,x,25,5,2,,,,,,,,,x,1,1.105342899914831,None,up,1,1.0443420999217778,None,,,,,,,,,,,,,2,5,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.823823899962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.82179019995965,343.823823899962,345.2596992999315,345.2596992999315,347.2602887999965,347.2602887999965,349.75985059991945,349.75985059991945,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,350.25994369992986,6.497226000064984,6.514533800072968,350.45994390000124,350.45994390000124,350.45994390000124,350.45994390000124,350.45994390000124,350.45994390000124,350.45994390000124,351.3784740999108,x,1,1.105342899914831,None,351.38475359999575,351.3929483999964,351.893653600011,351.893653600011,351.893653600011,352.94418999995105,up,1,1.0443420999217778,None,352.9445187000092,352.95969389996026,353.49722739995923,353.444204099942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_135_F_NUT.png,0,0,C  O  D  K  F,K,up,Z,O,O,N,O,V,6,n,26,6,2,,,,,,,,,n,1,0.901221500011161,None,up,1,0.9340340999187902,None,,,,,,,,,,,,,2,6,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.49722739995923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.4957113999408,353.49722739995923,354.9428879999323,354.9428879999323,356.9434473000001,356.9434473000001,359.4598913999507,359.4598913999507,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,359.9599020999158,6.499040999915451,6.516501999925822,360.1598775999155,360.1598775999155,360.1598775999155,360.1598775999155,360.1598775999155,360.1598775999155,360.1598775999155,360.8768391999183,n,1,0.901221500011161,None,360.8782300999155,360.8927823000122,361.393456999911,361.3768083999166,361.3768083999166,362.326968499925,up,1,0.9340340999187902,None,362.329362199991,362.3427954999497,362.84313379996456,362.82740509998985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.82767159992363,362.84313379996456,362.84313379996456,389.2943119999254,space,26.43929439992644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_040_F_HPY.png,1,0,D,L,down,H,X,O,O,O,K,4,x,0,0,0,n,0,1.0656684000277892,None,,,,,,,,,,,,,up,0,0.933909900020808,None,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.35210329992697,,,,,,,,,389.34800409991294,389.35210329992697,390.8094123000046,390.8094123000046,391.30939849989954,391.30939849989954,392.0594109999947,392.0594109999947,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,392.5595124999527,3.248554899939336,3.265866899979301,392.7595252000028,392.7595252000028,392.7595252000028,392.7595252000028,392.7595252000028,392.7595252000028,392.7595252000028,393.62793849990703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,0,1.0656684000277892,None,393.63457299990114,393.6428414999973,393.6428414999973,394.59316950000357,up,0,0.933909900020808,None,394.59580669994466,394.60902350000106,395.1683589000022,395.093849399942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_031_M_HPY.png,1,1,F,F,up,X,V,O,O,Z,O,3,x,1,1,0,x,1,1.0564712999621406,None,,,,,,,,,,,,,down,0,0.7266808999702334,None,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.1683589000022,,,,,,,,,395.1658374000108,395.1683589000022,396.5923902000068,396.5923902000068,397.09258479997516,397.09258479997516,397.84268799994607,397.84268799994607,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,398.34236959996633,3.2328980999300256,3.249518599943258,398.5425694999285,398.5425694999285,398.5425694999285,398.5425694999285,398.5425694999285,398.5425694999285,398.5425694999285,399.4097929999698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.0564712999621406,None,399.4109344999306,399.4256748999469,399.4256748999469,400.1598332999274,down,0,0.7266808999702334,None,400.1601280999603,400.17568360001314,400.72079459996894,400.66028049995657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_159_F_HPY.png,1,0,K,M,down,V,O,Z,N,O,O,4,n,2,2,0,n,1,0.857145500020124,None,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.72079459996894,,,,,,,,,400.7182353999233,400.72079459996894,402.1594676999375,402.1594676999375,402.65937579993624,402.65937579993624,403.40939909999724,403.40939909999724,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,403.9106025999645,3.232927200035192,3.2510373000986874,404.1092333999695,404.1092333999695,404.1092333999695,404.1092333999695,404.1092333999695,404.1092333999695,404.1092333999695,404.77731459995266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.857145500020124,None,404.7816387999337,404.792286699987,404.792286699987,407.7769268999109,None,0,,,407.77776889991947,407.79269119992387,408.34901979996357,408.27700959995855,407.79269119992387,407.79269119992387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_086_M_NUT.png,0,1,J,J,up,O,O,N,Z,O,V,1,n,3,3,0,n,1,0.8150743000442162,None,,,,,,,,,,,,,up,1,0.8603520999895409,None,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.34901979996357,,,,,,,,,408.3450415999396,408.34901979996357,409.79215769993607,409.79215769993607,410.2926362999715,410.2926362999715,411.0426292999182,411.0426292999182,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,411.5425850999309,3.2485268000746146,3.265933600021526,411.74264039995614,411.74264039995614,411.74264039995614,411.74264039995614,411.74264039995614,411.74264039995614,411.74264039995614,412.3613273999654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8150743000442162,None,412.36481559998356,412.3759235999314,412.3759235999314,413.245228099986,up,1,0.8603520999895409,None,413.24985289992765,413.2588078000117,413.8020220999606,413.7431076999055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_029_F_NUT.png,0,0,O,R,down,H,O,O,X,K,O,2,x,4,4,0,x,1,0.9559060999890789,None,,,,,,,,,,,,,down,1,1.0085974000394344,None,,,,,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.8020220999606,,,,,,,,,413.7994273999939,413.8020220999606,415.2592289999593,415.2592289999593,415.7591859999811,415.7591859999811,416.5090732999379,416.5090732999379,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,417.0087513999315,3.2470963000087067,3.2637685999507084,417.20883569994476,417.20883569994476,417.20883569994476,417.20883569994476,417.20883569994476,417.20883569994476,417.20883569994476,417.9776226999238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.9559060999890789,None,417.9830328999087,417.9920549999224,417.9920549999224,419.01026399992406,down,1,1.0085974000394344,None,419.0105714999372,419.0253869999433,419.5881627999479,419.51065269997343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_118_M_HPY.png,1,1,V,V,up,N,K,O,O,H,O,3,n,5,5,0,x,0,1.1252489000326023,None,,,,,,,,,,,,,up,1,1.1829093999695033,None,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.5881627999479,,,,,,,,,419.5841719999444,419.5881627999479,421.02598019992,421.02598019992,421.52593849995174,421.52593849995174,422.27596739993896,422.27596739993896,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,422.7753134999657,3.2490893000504,3.265315300086513,422.9754587999778,422.9754587999778,422.9754587999778,422.9754587999778,422.9754587999778,422.9754587999778,422.9754587999778,423.91451799997594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,0,1.1252489000326023,None,423.9179628000129,423.926750899991,423.926750899991,425.11331709998194,up,1,1.1829093999695033,None,425.1137482000049,425.1253494999837,425.66848140000366,425.6122527999105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_142_F_NUT.png,0,0,P,T,down,W,O,O,V,O,X,2,x,6,6,0,x,1,0.848519999999553,None,,,,,,,,,,,,,down,1,0.8705105000408366,None,,,,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.66848140000366,,,,,,,,,425.6642261999659,425.66848140000366,427.12878009991255,427.12878009991255,427.6258588999044,427.6258588999044,428.37534859997686,428.37534859997686,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,428.8752547999611,3.245754800038412,3.2622477000113577,429.07563279999886,429.07563279999886,429.07563279999886,429.07563279999886,429.07563279999886,429.07563279999886,429.07563279999886,429.72823239990976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.848519999999553,None,429.73358140001073,429.7418785999762,429.7418785999762,430.62614810001105,down,1,0.8705105000408366,None,430.62645589991007,430.6418590999674,431.1974932999583,431.1270133999642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_036_F_NUT.png,0,0,T,S,down,O,X,Z,V,O,O,2,x,7,7,0,x,1,1.1970135000301525,None,,,,,,,,,,,,,down,1,0.8505760000552982,None,,,,,,,,,,,,,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.1974932999583,,,,,,,,,431.19340969994664,431.1974932999583,432.62561429990456,432.62561429990456,433.1256074999692,433.1256074999692,433.87562079995405,433.87562079995405,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,434.3755582999438,3.232835099915974,3.250109799904749,434.57558359997347,434.57558359997347,434.57558359997347,434.57558359997347,434.57558359997347,434.57558359997347,434.57558359997347,435.5774548999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.1970135000301525,None,435.58340879995376,435.59196130000055,435.59196130000055,436.4442232999718,down,1,0.8505760000552982,None,436.44503659999464,436.4588292000117,436.9983906999696,436.94296209991444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_015_M_HPY.png,1,1,E,E,up,K,O,O,O,N,H,3,n,8,8,0,n,1,0.9308489999966696,None,,,,,,,,,,,,,up,1,0.8255052999593318,None,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.9983906999696,,,,,,,,,436.99517979996745,436.9983906999696,438.4588057999499,438.4588057999499,438.95878729992546,438.95878729992546,439.70879359997343,439.70879359997343,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,440.2087910999544,3.247823700075969,3.265195400104858,440.4087581000058,440.4087581000058,440.4087581000058,440.4087581000058,440.4087581000058,440.4087581000058,440.4087581000058,441.1448092999635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9308489999966696,None,441.1491067999741,441.1583269999828,441.1583269999828,441.9940430999268,up,1,0.8255052999593318,None,441.9943895000033,442.0083802000154,442.5632693999214,442.493097199942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
1,DST_026_M_NUT.png,0,1,K,O,down,O,H,O,X,K,O,1,x,9,9,0,x,1,1.0501565999584273,None,,,,,,,,,,,,,down,1,1.0056497999466956,None,,,,,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.5632693999214,,,,,,,,,442.5591229000129,442.5632693999214,444.0089257999789,444.0089257999789,444.50890179991256,444.50890179991256,445.2588970999932,445.2588970999932,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,445.7586716999067,3.2482274000067264,3.2653283000690863,445.9587049999973,445.9587049999973,445.9587049999973,445.9587049999973,445.9587049999973,445.9587049999973,445.9587049999973,446.8105506999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.0501565999584273,None,446.81376039993484,446.8253429000033,446.8253429000033,447.8436642999295,down,1,1.0056497999466956,None,447.84448849991895,447.8586465999251,448.39780219993554,448.3428107999498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP19_WM-Letters,001,2026-01-15_14h56.34.503,WM-Letters,2024.2.4,60.611680948277495,2026-01-15 14h58.49.873293 +0530,
